Time(s),x(km),y(km),Velocity(m/s),Mach,Thrust(N),Acceleration(m/s2),Mass(kg),mdot(kg/s),Isp(s),Cd,DynPres(kPa)
0,0,0,0.447,0,28.618,0,15.161,0,0,0,0
0.01,3.344e-07,4.7821e-06,0.447,0.0013139,198.13,3.2304,15.161,0.0954,211.78,0.259,0.00012288
0.02,7.694e-07,1.1003e-05,0.47938,0.0014091,367.64,14.386,15.16,0.17702,211.78,0.259,0.0001224
0.03,1.383e-06,1.9778e-05,0.62359,0.001833,537.16,25.545,15.158,0.25864,211.78,0.259,0.00014078
0.04,2.2533e-06,3.2224e-05,0.87966,0.0025856,706.67,36.708,15.155,0.34026,211.78,0.25901,0.00023822
0.05,3.4534e-06,4.9386e-05,1.2476,0.0036673,865.26,47.16,15.152,0.41662,211.78,0.25901,0.00047402
0.06,4.9799e-06,7.1216e-05,1.7204,0.0050569,857.78,46.683,15.148,0.41302,211.78,0.25901,0.00095356
0.07,6.8295e-06,9.7667e-05,2.1884,0.0064324,850.3,46.205,15.144,0.40942,211.78,0.25902,0.0018131
0.08,8.9989e-06,0.00012869,2.6515,0.0077938,842.82,45.727,15.139,0.40582,211.78,0.25902,0.0029336
0.09,1.1485e-05,0.00016424,3.1099,0.0091412,835.34,45.248,15.135,0.40222,211.78,0.25903,0.0043068
0.1,1.4284e-05,0.00020428,3.5635,0.010474,829.77,44.895,15.131,0.39954,211.78,0.25903,0.0059246
0.11,1.7402e-05,0.00024886,4.0136,0.011797,837.71,45.433,15.127,0.40336,211.78,0.25903,0.0077789
0.12,2.0841e-05,0.00029804,4.469,0.013136,845.66,45.971,15.123,0.40719,211.78,0.25904,0.0098678
0.13,2.4605e-05,0.00035186,4.9298,0.014491,853.6,46.509,15.119,0.41101,211.78,0.25904,0.012234
0.14,2.8698e-05,0.0004104,5.396,0.015861,861.55,47.048,15.115,0.41484,211.78,0.25905,0.014887
0.15,3.3123e-05,0.00047368,5.8677,0.017247,867.54,47.457,15.111,0.41772,211.78,0.25905,0.017836
0.16,3.7878e-05,0.00054169,6.3434,0.018646,864.92,47.299,15.107,0.41646,211.78,0.25906,0.02109
0.17,4.2964e-05,0.00061441,6.8175,0.020039,862.31,47.141,15.103,0.4152,211.78,0.25906,0.024649
0.18,4.8378e-05,0.00069183,7.2901,0.021428,859.69,46.983,15.098,0.41394,211.78,0.25907,0.028471
0.19,5.4119e-05,0.00077394,7.7611,0.022813,857.08,46.824,15.094,0.41268,211.78,0.25907,0.032554
0.2,6.0187e-05,0.00086071,8.2305,0.024193,855.25,46.717,15.09,0.4118,211.78,0.25908,0.036896
0.21,6.6582e-05,0.00095217,8.6988,0.025569,855.81,46.768,15.086,0.41208,211.78,0.25908,0.041494
0.22,7.3304e-05,0.0010483,9.1676,0.026947,856.38,46.819,15.082,0.41235,211.78,0.25909,0.04635
0.23,8.0354e-05,0.0011491,9.6369,0.028327,856.94,46.87,15.078,0.41262,211.78,0.25909,0.05148
0.24,8.7733e-05,0.0012546,10.107,0.029708,857.51,46.922,15.074,0.41289,211.78,0.25909,0.056886
0.25,9.5439e-05,0.0013648,10.577,0.031091,857.69,46.947,15.07,0.41298,211.78,0.2591,0.062567
0.26,0.00010347,0.0014797,11.048,0.032474,857.02,46.916,15.065,0.41266,211.78,0.2591,0.068525
0.27,0.00011184,0.0015993,11.518,0.033856,856.35,46.886,15.061,0.41234,211.78,0.25911,0.074758
0.28,0.00012053,0.0017236,11.988,0.035238,855.68,46.855,15.057,0.41201,211.78,0.25911,0.081258
0.29,0.00012954,0.0018526,12.458,0.036619,855.02,46.823,15.053,0.41169,211.78,0.25912,0.088024
0.3,0.00013889,0.0019862,12.927,0.037999,854.61,46.809,15.049,0.4115,211.78,0.25912,0.095055
0.31,0.00014856,0.0021245,13.396,0.039378,854.64,46.824,15.045,0.41151,211.78,0.25913,0.10235
0.32,0.00015856,0.0022675,13.866,0.040758,854.67,46.839,15.041,0.41153,211.78,0.25913,0.10992
0.33,0.00016889,0.0024152,14.335,0.042138,854.7,46.854,15.037,0.41154,211.78,0.25914,0.11775
0.34,0.00017954,0.0025676,14.805,0.043519,854.73,46.869,15.033,0.41156,211.78,0.25914,0.12586
0.35,0.00019053,0.0027247,15.275,0.0449,854.6,46.873,15.028,0.41149,211.78,0.25915,0.13424
0.36,0.00020184,0.0028864,15.745,0.046281,854.25,46.862,15.024,0.41132,211.78,0.25915,0.14289
0.37,0.00021348,0.0030528,16.214,0.047662,853.9,46.852,15.02,0.41116,211.78,0.25915,0.15182
0.38,0.00022544,0.003224,16.684,0.049043,853.55,46.841,15.016,0.41099,211.78,0.25916,0.16101
0.39,0.00023773,0.0033998,17.154,0.050423,853.2,46.83,15.012,0.41082,211.78,0.25916,0.17047
0.4,0.00025036,0.0035802,17.623,0.051803,852.91,46.823,15.008,0.41068,211.78,0.25917,0.1802
0.41,0.0002633,0.0037654,18.093,0.053183,852.68,46.819,15.004,0.41057,211.78,0.25917,0.19019
0.42,0.00027658,0.0039553,18.562,0.054563,852.45,46.816,15,0.41046,211.78,0.25918,0.20045
0.43,0.00029018,0.0041498,19.031,0.055942,852.22,46.812,14.996,0.41034,211.78,0.25918,0.21098
0.44,0.00030419,0.004349,19.5,0.057322,851.98,46.809,14.991,0.41023,211.78,0.25919,0.22178
0.45,0.00031861,0.0045529,19.97,0.058703,851.73,46.802,14.987,0.41011,211.78,0.25919,0.23285
0.46,0.00033343,0.0047615,20.44,0.060084,851.47,46.795,14.983,0.40998,211.78,0.2592,0.2442
0.47,0.00034867,0.0049747,20.91,0.061464,851.21,46.787,14.979,0.40986,211.78,0.2592,0.25582
0.48,0.00036432,0.0051926,21.379,0.062845,850.94,46.78,14.975,0.40973,211.78,0.2592,0.2677
0.49,0.00038039,0.0054152,21.849,0.064225,850.68,46.772,14.971,0.4096,211.78,0.25921,0.27986
0.5,0.00039687,0.0056425,22.318,0.065606,850.42,46.765,14.967,0.40948,211.78,0.25921,0.29228
