Time(s),x(km),y(km),Velocity(m/s),Mach,Thrust(N),Acceleration(m/s2),Mass(kg),mdot(kg/s),Isp(s),Cd,DynPres(kPa)
0,0,0,0.447,0,28.618,0,15.161,0,0,0,0
0.01,1.6736e-07,4.7927e-06,0.447,0.0013139,198.13,3.2542,15.161,0.0954,211.78,0.259,0.00012288
0.02,3.8512e-07,1.1028e-05,0.47956,0.0014096,367.64,14.43,15.16,0.17702,211.78,0.259,0.0001224
0.03,6.9231e-07,1.9825e-05,0.62395,0.001834,537.16,25.609,15.158,0.25864,211.78,0.259,0.00014088
0.04,1.128e-06,3.2301e-05,0.8802,0.0025872,706.67,36.793,15.155,0.34026,211.78,0.25901,0.00023849
0.05,1.7287e-06,4.9503e-05,1.2484,0.0036694,865.26,47.264,15.152,0.41662,211.78,0.25901,0.0004746
0.06,2.4928e-06,7.1384e-05,1.7213,0.0050595,857.78,46.786,15.148,0.41302,211.78,0.25901,0.00095466
0.07,3.4186e-06,9.7896e-05,2.1894,0.0064356,850.3,46.308,15.144,0.40942,211.78,0.25902,0.001815
0.08,4.5045e-06,0.00012899,2.6528,0.0077975,842.82,45.829,15.139,0.40582,211.78,0.25902,0.0029365
0.09,5.7487e-06,0.00016462,3.1114,0.0091454,835.34,45.349,15.135,0.40222,211.78,0.25903,0.0043109
0.1,7.15e-06,0.00020475,3.5651,0.010479,829.77,44.995,15.131,0.39954,211.78,0.25903,0.0059301
0.11,8.7103e-06,0.00024943,4.0153,0.011803,837.71,45.534,15.127,0.40336,211.78,0.25903,0.007786
0.12,1.0432e-05,0.00029872,4.471,0.013142,845.66,46.073,15.123,0.40719,211.78,0.25904,0.0098766
0.13,1.2316e-05,0.00035267,4.932,0.014497,853.6,46.612,15.119,0.41101,211.78,0.25904,0.012245
0.14,1.4364e-05,0.00041134,5.3984,0.015868,861.55,47.152,15.115,0.41484,211.78,0.25905,0.0149
0.15,1.6579e-05,0.00047476,5.8702,0.017255,867.54,47.562,15.111,0.41772,211.78,0.25905,0.017852
0.16,1.8959e-05,0.00054292,6.3461,0.018654,864.92,47.404,15.107,0.41646,211.78,0.25906,0.021108
0.17,2.1505e-05,0.00061581,6.8204,0.020048,862.31,47.246,15.103,0.4152,211.78,0.25906,0.02467
0.18,2.4214e-05,0.00069341,7.2932,0.021437,859.69,47.087,15.098,0.41394,211.78,0.25907,0.028495
0.19,2.7088e-05,0.0007757,7.7643,0.022822,857.08,46.928,15.094,0.41268,211.78,0.25907,0.032582
0.2,3.0125e-05,0.00086267,8.2339,0.024203,855.25,46.821,15.09,0.4118,211.78,0.25908,0.036927
0.21,3.3326e-05,0.00095432,8.7024,0.02558,855.81,46.872,15.086,0.41208,211.78,0.25908,0.041528
0.22,3.669e-05,0.0010507,9.1714,0.026958,856.38,46.923,15.082,0.41235,211.78,0.25909,0.046388
0.23,4.0219e-05,0.0011517,9.6409,0.028339,856.94,46.974,15.078,0.41262,211.78,0.25909,0.051522
0.24,4.3912e-05,0.0012575,10.111,0.02972,857.51,47.025,15.074,0.41289,211.78,0.25909,0.056932
0.25,4.7769e-05,0.0013679,10.581,0.031103,857.69,47.051,15.07,0.41298,211.78,0.2591,0.062618
0.26,5.179e-05,0.0014831,11.052,0.032487,857.02,47.02,15.065,0.41266,211.78,0.2591,0.068581
0.27,5.5976e-05,0.0016029,11.523,0.03387,856.35,46.989,15.061,0.41234,211.78,0.25911,0.074819
0.28,6.0325e-05,0.0017275,11.993,0.035252,855.68,46.958,15.057,0.41201,211.78,0.25911,0.081324
0.29,6.4839e-05,0.0018567,12.463,0.036634,855.02,46.927,15.053,0.41169,211.78,0.25912,0.088095
0.3,6.9516e-05,0.0019907,12.932,0.038014,854.61,46.913,15.049,0.4115,211.78,0.25912,0.095132
0.31,7.4357e-05,0.0021293,13.402,0.039394,854.64,46.928,15.045,0.41151,211.78,0.25913,0.10243
0.32,7.9362e-05,0.0022726,13.871,0.040774,854.67,46.943,15.041,0.41153,211.78,0.25913,0.11
0.33,8.4531e-05,0.0024206,14.341,0.042155,854.7,46.958,15.037,0.41154,211.78,0.25914,0.11785
0.34,8.9864e-05,0.0025734,14.811,0.043536,854.73,46.973,15.033,0.41156,211.78,0.25914,0.12596
0.35,9.5361e-05,0.0027308,15.281,0.044918,854.6,46.977,15.028,0.41149,211.78,0.25915,0.13435
0.36,0.00010102,0.0028929,15.751,0.046299,854.25,46.966,15.024,0.41132,211.78,0.25915,0.14301
0.37,0.00010685,0.0030597,16.221,0.047681,853.9,46.955,15.02,0.41116,211.78,0.25915,0.15194
