Time(s)	Alt(km)	Dyn_Pres	Accel	Speed(km/s)	Mach	Pitch_Rate	Roll_Rate	Yaw_Rate
6.69455	1.123703577	64661.22625	51.23624922	0.343156623	1.021438456	-0.268124393	748.8474175	0.076158604
6.704335	1.127031466	64829.06019	51.22082775	0.343657983	1.022970185	-0.272924858	750.0771131	0.063544336
6.71412	1.130364194	64996.96294	51.20533546	0.344159191	1.024501637	-0.275892533	751.3000303	0.043660992
6.723905	1.133701761	65164.93355	51.18976846	0.344660246	1.02603281	-0.27682713	752.5176506	0.018048102
6.73369	1.137044165	65332.97106	51.1741225	0.345161146	1.027563703	-0.275628919	753.7318403	-0.011367857
6.743475	1.140391404	65501.07454	51.15839321	0.345661893	1.029094312	-0.27230839	754.9446926	-0.042432095
6.75326	1.143743477	65669.24302	51.14257629	0.346162483	1.030624636	-0.266987908	756.1583551	-0.072936514
6.763045	1.147100382	65837.47555	51.12666779	0.346662918	1.032154673	-0.259895201	757.3748571	-0.100793393
6.77283	1.150462117	66005.77118	51.11066429	0.347163195	1.033684421	-0.251349388	758.5959554	-0.12419099
6.782615	1.153828682	66174.12896	51.09456313	0.347663315	1.035213878	-0.241740977	759.823012	-0.141717286
6.7924	1.157200074	66342.54792	51.07836254	0.348163277	1.036743042	-0.231507776	761.056912	-0.152442655
6.802185	1.160576291	66511.02711	51.06206171	0.348663079	1.038271909	-0.221108931	762.2980264	-0.155957601
6.81197	1.163957333	66679.56558	51.04566084	0.34916272	1.03980048	-0.210999228	763.5462173	-0.152367004
6.821755	1.167343197	66848.16237	51.02916109	0.349662202	1.041328751	-0.201605537	764.8008814	-0.142246806
6.83154	1.170733883	67016.81651	51.01256453	0.350161521	1.04285672	-0.19330674	766.0610208	-0.126572095
6.841325	1.174129388	67185.52704	50.99587397	0.350660678	1.044384385	-0.186417956	767.3253328	-0.106626893
6.85111	1.17752971	67354.29301	50.97909285	0.351159672	1.045911745	-0.181179295	768.5923071	-0.083905506
6.860895	1.180934849	67523.11346	50.96222501	0.351658502	1.047438796	-0.177748934	769.860324	-0.060013534
6.87068	1.184344803	67691.98741	50.94527457	0.352157168	1.048965538	-0.176200044	771.1277478	-0.036573977
6.880465	1.18775957	67860.91391	50.92824565	0.352655668	1.050491968	-0.176520989	772.3930114	-0.015141149
6.89025	1.191179148	68029.892	50.91114227	0.353154001	1.052018083	-0.17861836	773.6546939	0.002877189
6.900035	1.194603537	68198.9207	50.89396813	0.353652168	1.053543883	-0.182322537	774.9115904	0.016290233
6.90982	1.198032733	68367.99905	50.87672648	0.354150167	1.055069364	-0.18739578	776.1627745	0.024187875
6.919605	1.201466736	68537.1261	50.85941997	0.354647997	1.056594524	-0.193542961	777.407655	0.025997328
6.92939	1.204905545	68706.30086	50.84205057	0.355145659	1.058119363	-0.200425118	778.6460225	0.021530249
6.939175	1.208349157	68875.52238	50.82461946	0.35564315	1.059643876	-0.207675853	779.8780815	0.01101578
6.94896	1.21179757	69044.78968	50.80712705	0.35614047	1.061168064	-0.214920303	781.1044638	-0.004886711
6.958745	1.215250784	69214.10181	50.78957295	0.356637619	1.062691922	-0.221795932	782.3262139	-0.025101887
6.96853	1.218708795	69383.45779	50.77195599	0.357134595	1.06421545	-0.227973951	783.5447426	-0.048185369
6.978315	1.222171604	69552.85665	50.75427439	0.357631398	1.065738645	-0.233179708	784.7617451	-0.072406178
6.9881	1.225639207	69722.29743	50.73652581	0.358128028	1.067261506	-0.237210142	785.9790855	-0.095863434
6.997885	1.229111604	69891.77916	50.71870756	0.358624483	1.068784029	-0.239946405	787.1986539	-0.116631015
7.00767	1.232588791	70061.30115	50.70100517	0.359120763	1.070306216	-0.241360035	788.4222056	-0.132918934
7.017455	1.236070769	70230.86305	50.68327933	0.359616869	1.071828069	-0.241511623	789.6512008	-0.143236174
7.02724	1.239557534	70400.46391	50.66547543	0.360112801	1.073349585	-0.240541762	790.8866586	-0.146537472
7.037025	1.243049086	70570.10275	50.64759122	0.360608557	1.074870764	-0.238654928	792.1290448	-0.142336661
7.04681	1.246545422	70739.77863	50.62962494	0.361104138	1.076391603	-0.236097865	793.3782074	-0.130771837
7.056595	1.25004654	70909.49055	50.6115754	0.361599542	1.077912099	-0.233134742	794.6333692	-0.112612573
7.06638	1.253552439	71079.23756	50.59344202	0.362094768	1.079432251	-0.230021788	795.8931817	-0.08920603
7.076165	1.257063118	71249.01869	50.57522478	0.362589815	1.080952057	-0.226984178	797.1558343	-0.062366127
7.08595	1.260578573	71418.83296	50.55692413	0.363084684	1.082471515	-0.224197623	798.4192098	-0.034216841
7.095735	1.264098804	71588.6794	50.5385409	0.363579373	1.083990622	-0.221776484	799.6810689	-0.00700623
7.10552	1.267623809	71758.55705	50.52007609	0.364073881	1.085509377	-0.219769342	800.9392431	0.017089075
7.115305	1.271153586	71928.46493	50.50153077	0.364568208	1.087027778	-0.218161994	802.1918185	0.036148614
7.12509	1.274688132	72098.40206	50.48290591	0.365062353	1.088545822	-0.216886941	803.4372898	0.048664004
7.134875	1.278227447	72268.36749	50.46420227	0.365556315	1.090063507	-0.215837733	804.6746725	0.053652349
7.14466	1.281771529	72438.36022	50.44542032	0.366050094	1.091580832	-0.214886082	805.9035657	0.050719348
7.154445	1.285320375	72608.3793	50.42656021	0.366543688	1.093097795	-0.213899625	807.124163	0.040070546
7.16423	1.288873984	72778.42375	50.4076218	0.367037097	1.094614393	-0.212758389	808.3372165	0.022474827
7.174015	1.292432354	72948.49259	50.38860466	0.36753032	1.096130624	-0.211368503	809.5439612	-0.000811522
7.1838	1.295995483	73118.58484	50.3695082	0.368023357	1.097646487	-0.209672266	810.7460119	-0.028149511
7.193585	1.29956337	73288.69955	50.35033173	0.368516206	1.099161979	-0.207654257	811.9452412	-0.057639822
7.20337	1.303136012	73458.84295	50.33887897	0.369008886	1.100677152	-0.205343628	813.1436504	-0.087254037
7.213155	1.306713408	73629.06421	50.33705969	0.36950152	1.10219238	-0.202813092	814.3432434	-0.114969195
7.22294	1.310295559	73799.37368	50.33523709	0.369994137	1.103707744	-0.200175485	815.5459174	-0.138879131
7.232725	1.313882464	73969.77085	50.33341119	0.370486736	1.105223245	-0.197577246	816.7533347	-0.157315104
7.24251	1.317474122	74140.25525	50.33158242	0.370979318	1.106738882	-0.195189985	817.9668166	-0.16895241
7.252295	1.321070534	74310.8264	50.32975163	0.371471882	1.108254656	-0.193200101	819.1872536	-0.17290089
7.26208	1.3246717	74481.48382	50.32792013	0.371964429	1.109770568	-0.191796467	820.4150349	-0.168776711
7.271865	1.328277619	74652.22703	50.32608968	0.372456957	1.111286617	-0.191156306	821.6500006	-0.156749668
7.28165	1.33188829	74823.05554	50.32426239	0.372949469	1.112802805	-0.191429679	822.8914268	-0.137559125
7.291435	1.335503715	74993.96887	50.32244072	0.373441963	1.114319131	-0.192723417	824.1380472	-0.112491754
7.30122	1.339123893	75164.96654	50.32062728	0.373934439	1.115835596	-0.195085755	825.3881183	-0.083315864
7.311005	1.342748823	75336.04807	50.31882471	0.374426898	1.1173522	-0.198493384	826.6395292	-0.052170663
7.32079	1.346378505	75507.21299	50.31703549	0.374919339	1.118868944	-0.202842793	827.8899522	-0.021413831
7.330575	1.350012939	75678.4608	50.31526178	0.375411763	1.120385827	-0.207947718	829.1370264	0.006563285
7.34036	1.353652126	75849.79104	50.31350514	0.37590417	1.121902851	-0.213544095	830.3785575	0.029537788
7.350145	1.357296064	76021.20321	50.31176643	0.376396559	1.123420016	-0.219303169	831.6127159	0.045655137
7.35993	1.360944754	76192.69684	50.31004564	0.376888932	1.124937322	-0.224852412	832.8382111	0.053605183
7.369715	1.364598195	76364.27145	50.30834179	0.377381286	1.126454769	-0.229802882	834.0544218	0.052753544
7.3795	1.368256387	76535.92657	50.30665294	0.377873624	1.127972358	-0.233780612	835.2614652	0.043211544
7.389285	1.37191933	76707.6617	50.30497624	0.378365944	1.12949009	-0.236458946	836.4601952	0.025834678
7.39907	1.375587023	76879.47638	50.3033081	0.378858247	1.131007964	-0.237588387	837.652129	0.002148063
7.408855	1.379259467	77051.37013	50.3016444	0.379350534	1.132525981	-0.237020686	838.839308	-0.02579372
7.41864	1.382936662	77223.34246	50.29998077	0.379842803	1.134044141	-0.234724493	840.024109	-0.055597008
7.428425	1.386618606	77395.3929	50.2983129	0.380335054	1.135562446	-0.230790885	841.2090272	-0.084748565
7.43821	1.390305299	77567.52097	50.2966369	0.380827289	1.137080894	-0.225428235	842.3964534	-0.110840419
7.447995	1.393996743	77739.72619	50.29494953	0.381319507	1.138599487	-0.218947143	843.5884689	-0.131776934
7.45778	1.397692935	77912.00808	50.29324851	0.381811708	1.140118225	-0.211737129	844.7866771	-0.145944634
7.467565	1.401393877	78084.36617	50.29153263	0.382303892	1.141637108	-0.204237587	845.9920862	-0.152331189
7.47735	1.405099567	78256.79997	50.28980192	0.38279606	1.143156138	-0.196905806	847.2050479	-0.150586788
7.487135	1.408810006	78429.30901	50.28805758	0.38328821	1.144675313	-0.190184858	848.425254	-0.141027788
7.49692	1.412525193	78601.89282	50.28630195	0.383780344	1.146194635	-0.184473787	849.6517849	-0.124588034
7.506705	1.416245129	78774.55111	50.2846897	0.384272461	1.147714106	-0.180102	850.8832004	-0.102726825
7.51649	1.419969813	78947.28405	50.28314303	0.384764564	1.14923373	-0.177309134	852.1176634	-0.077304224
7.526275	1.423699245	79120.09121	50.28159692	0.385256652	1.150753508	-0.176231148	853.3530851	-0.050434414
7.53606	1.427433425	79292.97211	50.28005604	0.385748726	1.152273441	-0.176892945	854.5872827	-0.024326772
7.545845	1.431172353	79465.92628	50.27852496	0.386240785	1.153793529	-0.179207624	855.8181397	-0.001123172
7.55563	1.434916028	79638.95323	50.27700784	0.38673283	1.155313773	-0.18298229	857.0437639	0.017260808
7.565415	1.43866445	79812.0525	50.27550816	0.387224861	1.156834173	-0.187930276	858.262633	0.029283087
7.5752	1.442417621	79985.22361	50.27402855	0.387716877	1.158354729	-0.193689508	859.4737203	0.033902192
7.584985	1.446175538	80158.46609	50.27257056	0.388208879	1.159875442	-0.199846424	860.6765913	0.030674767
7.59477	1.449938202	80331.77946	50.27113462	0.388700867	1.161396312	-0.205964462	861.8714611	0.019813269
7.604555	1.453705613	80505.16325	50.26972004	0.389192841	1.16291734	-0.211615539	863.0592021	0.002194285
7.61434	1.457477771	80678.61699	50.268325	0.389684801	1.164438526	-0.216412334	864.2412968	-0.020689669
7.624125	1.461254675	80852.1402	50.26694677	0.390176747	1.165959871	-0.220038694	865.4197314	-0.046837404
7.63391	1.465036325	81025.73241	50.26558191	0.390668678	1.167481375	-0.222275205	866.5968347	-0.073901581
7.643695	1.468822722	81199.39314	50.26422655	0.391160596	1.169003038	-0.223017088	867.7750732	-0.099395378
7.65348	1.472613864	81373.12194	50.26287668	0.3916525	1.170524861	-0.222282136	868.9568216	-0.120925121
7.663265	1.476409753	81546.91831	50.26152852	0.39214439	1.172046844	-0.220207346	870.1441291	-0.136425285
7.67305	1.480210386	81720.7818	50.26017881	0.392636267	1.173568988	-0.217034178	871.3385107	-0.144369711
7.682835	1.484015765	81894.71194	50.25882504	0.393128129	1.175091293	-0.213083744	872.5407865	-0.143933908
7.69262	1.487825889	82068.70823	50.25746568	0.393619978	1.17661376	-0.208724517	873.7509896	-0.135088131
7.702405	1.491640758	82242.77023	50.25610023	0.394111814	1.17813639	-0.204336107	874.9683545	-0.118608902
7.71219	1.495460372	82416.89745	50.25472921	0.394603636	1.179659181	-0.200273117	876.1913889	-0.096006639
7.721975	1.499284731	82591.08943	50.25335408	0.395095444	1.181182136	-0.196833046	877.4180206	-0.069377434
7.73176	1.503113834	82765.34569	50.25197701	0.395587239	1.182705255	-0.194231527	878.645802	-0.041196258
7.741545	1.506947681	82939.66577	50.25060064	0.396079021	1.184228537	-0.192587192	879.8721498	-0.014075349
7.75133	1.510786273	83114.04918	50.24922782	0.396570789	1.185751984	-0.191917125	881.0945918	0.009485409
7.761115	1.514629608	83288.49547	50.24786127	0.397062544	1.187275596	-0.192142595	882.3109963	0.027330065
7.7709	1.518477688	83463.00416	50.24650338	0.397554286	1.188799373	-0.193103621	883.5197621	0.037838127
7.780685	1.522330511	83637.57478	50.24515598	0.398046014	1.190323316	-0.194580157	884.7199522	0.040060269
7.79047	1.526188077	83812.20686	50.2438202	0.39853773	1.191847425	-0.196317303	885.9113652	0.033789745
7.800255	1.530050387	83986.89993	50.24249644	0.399029432	1.193371702	-0.198051913	887.0945404	0.019567962
7.81004	1.533917441	84161.65353	50.24118433	0.399521122	1.194896145	-0.199538292	888.2707022	-0.001371642
7.819825	1.537789237	84336.46717	50.23988289	0.400012799	1.196420756	-0.200571064	889.4416518	-0.027213298
7.82961	1.541665777	84511.3404	50.23859064	0.400504463	1.197945536	-0.201003743	890.6096153	-0.055711805
7.839395	1.545547059	84686.27275	50.23730579	0.400996114	1.199470484	-0.200761964	891.7770612	-0.084377147
7.84918	1.549433084	84861.26496	50.23694273	0.401487755	1.20099561	-0.199849255	892.9460233	-0.110670074
7.858965	1.553323851	85036.32084	50.23707662	0.401979397	1.202520945	-0.198345808	894.1172291	-0.132210719
7.86875	1.557219361	85211.4403	50.23721995	0.40247104	1.204046491	-0.196408965	895.2926025	-0.147040773
7.878535	1.561119613	85386.62291	50.23737194	0.402962684	1.20557225	-0.194254947	896.4736348	-0.153769165
7.88832	1.565024608	85561.86825	50.23753245	0.40345433	1.207098222	-0.192138024	897.6611166	-0.151706629
7.898105	1.568934346	85737.17589	50.23770211	0.403945978	1.208624407	-0.19032496	898.8550571	-0.14094827
7.90789	1.572848826	85912.54541	50.23788226	0.404437627	1.210150807	-0.189066384	900.0546687	-0.122389006
7.917675	1.576768048	86087.97638	50.23807493	0.404929278	1.211677422	-0.188567805	901.2584262	-0.097664304
7.92746	1.580692013	86263.46838	50.23828258	0.405420932	1.213204253	-0.188963463	902.4641994	-0.069015773
7.937245	1.58462072	86439.02099	50.23850797	0.405912588	1.2147313	-0.1902963	903.6694537	-0.039089906
7.94703	1.58855417	86614.63379	50.23875378	0.406404246	1.216258565	-0.192506936	904.8714976	-0.010687248
7.956815	1.592492362	86790.30635	50.23902238	0.406895906	1.217786048	-0.19543368	906.0677563	0.013513023
7.9666	1.596435297	86966.03825	50.23931553	0.40738757	1.21931375	-0.198824275	907.2560389	0.031223176
7.976385	1.600382975	87141.82907	50.23963413	0.407879236	1.220841671	-0.202358617	908.4347701	0.040780788
7.98617	1.604335394	87317.67839	50.23997812	0.408370905	1.222369813	-0.205680161	909.6031594	0.041318914
7.995955	1.608292556	87493.58579	50.24034633	0.408862577	1.223898175	-0.208432541	910.7612861	0.032852546
8.00574	1.612254461	87669.55099	50.24085444	0.409354253	1.225426761	-0.210297169	911.910093	0.01627172
8.015525	1.616221108	87845.5742	50.24146473	0.409845933	1.226955574	-0.211027473	913.0512892	-0.006756752
8.02531	1.620192498	88021.65507	50.24209064	0.41033762	1.228484616	-0.210475883	914.1871754	-0.033965992
8.035095	1.624168629	88197.79319	50.24272839	0.410829312	1.230013889	-0.208610661	915.3204125	-0.062722518
8.04488	1.628149504	88373.98814	50.24337431	0.41132101	1.231543392	-0.205520989	916.4537613	-0.090289537
8.054665	1.63213512	88550.2395	50.24402518	0.411812714	1.233073126	-0.201410097	917.58982	-0.114091719
8.06445	1.63612548	88726.54686	50.24467859	0.412304424	1.234603093	-0.196577557	918.7307874	-0.131955233
8.074235	1.640120581	88902.9098	50.24533314	0.41279614	1.236133292	-0.191392832	919.8782701	-0.142301703
8.08402	1.644120425	89079.32791	50.24598859	0.413287863	1.237663726	-0.186262833	921.0331518	-0.144281096
8.093805	1.648125012	89255.80077	50.24664597	0.413779592	1.239194393	-0.181596557	922.1955301	-0.137835321
8.10359	1.652134341	89432.32796	50.24730746	0.414271328	1.240725296	-0.177769798	923.364724	-0.123690592
8.113375	1.656148413	89608.90908	50.24797623	0.414763071	1.242256435	-0.175092752	924.5393492	-0.103281877
8.12316	1.660167228	89785.5437	50.24865624	0.415254821	1.243787811	-0.173782971	925.7174525	-0.078617058
8.132945	1.664190785	89962.23142	50.24935187	0.415746578	1.245319425	-0.173945697	926.896695	-0.052091889
8.14273	1.668219085	90138.97181	50.2500676	0.416238343	1.246851277	-0.175563202	928.0745702	-0.026269932
8.152515	1.672252128	90315.76447	50.25080762	0.416730115	1.248383368	-0.178494217	929.2486399	-0.00364441
8.1623	1.676289914	90492.60898	50.25157549	0.417221894	1.249915699	-0.182483938	930.4167683	0.013598627
8.172085	1.680332443	90669.50492	50.25237384	0.417713682	1.25144827	-0.187184304	931.5773352	0.023794768
8.18187	1.684379715	90846.4519	50.25320412	0.418205478	1.252981084	-0.192183366	932.7294044	0.025972075
8.191655	1.688431731	91023.44949	50.25406653	0.418697281	1.254514139	-0.19704158	933.872831	0.019958922
8.20144	1.692488489	91200.49729	50.25495992	0.419189093	1.256047438	-0.201331909	935.008291	0.006414033
8.211225	1.696549991	91377.59488	50.25588197	0.419680914	1.257580981	-0.204679935	936.1372265	-0.01322894
8.22101	1.700616236	91554.74185	50.25682937	0.420172743	1.259114768	-0.206799791	937.2617078	-0.036900716
8.230795	1.704687224	91731.9378	50.25779815	0.420664581	1.260648801	-0.207521923	938.384224	-0.062107819
8.24058	1.708762955	91909.18232	50.25878402	0.421156428	1.26218308	-0.206809352	939.5074237	-0.086194798
8.250365	1.71284343	92086.47499	50.25978285	0.421648284	1.263717607	-0.204760366	940.6338335	-0.10662849
8.26015	1.716928648	92263.81541	50.260791	0.42214015	1.265252381	-0.20159709	941.7655868	-0.12127174
8.269935	1.72101861	92441.20317	50.26180569	0.422632025	1.266787405	-0.197641132	942.9041956	-0.128614474
8.27972	1.725113315	92618.63787	50.26282525	0.42312391	1.268322678	-0.193279047	944.0503903	-0.127934976
8.289505	1.729212763	92796.11909	50.26384925	0.423615804	1.269858201	-0.188921617	945.2040481	-0.119372858
8.29929	1.733316956	92973.64643	50.26487851	0.424107709	1.271393976	-0.184961572	946.3642153	-0.103906263
8.309075	1.737425891	93151.21948	50.26591497	0.424599623	1.272930003	-0.181734486	947.5292205	-0.083237577
8.31886	1.741539571	93328.83784	50.26696148	0.425091548	1.274466283	-0.179486984	948.6968635	-0.059602639
8.328645	1.745657994	93506.5011	50.26802142	0.425583484	1.276002817	-0.178355377	949.8646572	-0.035526663
8.33843	1.749781161	93684.20885	50.26909843	0.42607543	1.277539605	-0.178356513	951.0300939	-0.013554945
8.348215	1.753909073	93861.96069	50.27019596	0.426567387	1.279076649	-0.179391196	952.1909084	0.004012377
8.358	1.758041728	94039.75621	50.27131697	0.427059356	1.280613949	-0.181259207	953.345309	0.015354434
8.367785	1.762179127	94217.59501	50.27246365	0.427551335	1.282151506	-0.183683866	954.4921572	0.019310312
8.37757	1.766321271	94395.47668	50.27363722	0.428043326	1.283689321	-0.186343331	955.6310776	0.015490481
8.387355	1.770468159	94573.40082	50.27483789	0.428535328	1.285227396	-0.188905378	956.762491	0.00431033
8.39714	1.774619792	94751.36703	50.27606484	0.429027343	1.28676573	-0.191062277	957.8875695	-0.013055643
8.406925	1.778776169	94929.37491	50.27731643	0.429519369	1.288304324	-0.192562531	959.0081174	-0.034793711
8.41671	1.78293729	95107.42405	50.27859033	0.430011407	1.28984318	-0.193236533	960.1263906	-0.058633574
8.426495	1.787103157	95285.51405	50.2798839	0.430503458	1.291382298	-0.193013737	961.2448698	-0.082077329
8.43628	1.791273768	95463.6445	50.28119445	0.430995521	1.29292168	-0.19192961	962.3660087	-0.102653987
8.446065	1.795449124	95641.81502	50.2825196	0.431487597	1.294461325	-0.190121445	963.4919803	-0.118175762
8.45585	1.799629224	95820.0252	50.28385755	0.431979685	1.296001236	-0.187813172	964.6244464	-0.126970852
8.465635	1.80381407	95998.27463	50.28520731	0.432471787	1.297541412	-0.185290344	965.764375	-0.128068093
8.47542	1.808003661	96176.56292	50.28656887	0.432963902	1.299081855	-0.182867645	966.9119261	-0.121312029
8.485205	1.812197997	96354.88968	50.28794316	0.43345603	1.300622565	-0.180852227	968.0664224	-0.10739291
8.49499	1.816397079	96533.25449	50.28933202	0.433948172	1.302163544	-0.179506925	969.2264108	-0.087784561
8.504775	1.820600906	96711.65705	50.29082838	0.434440328	1.303704793	-0.179017683	970.3898115	-0.06459336
8.51456	1.824809478	96890.09759	50.29243966	0.4349325	1.305246317	-0.17946925	971.5541423	-0.04033244
8.524345	1.829022796	97068.5758	50.29407403	0.435424687	1.306788117	-0.180832412	972.7167917	-0.017645149
8.53413	1.83324086	97247.09128	50.29573422	0.435916891	1.308330195	-0.182964692	973.8753123	0.000990805
8.543915	1.83746367	97425.64366	50.29742234	0.436409111	1.309872551	-0.185624781	975.0276975	0.01354355
8.5537	1.841691226	97604.23252	50.29913957	0.436901347	1.311415187	-0.188499201	976.1726105	0.018657729
8.563485	1.845923528	97782.85747	50.30088604	0.437393601	1.312958102	-0.1912381	977.3095353	0.015807572
8.57327	1.850160576	97961.51813	50.30266077	0.437885871	1.314501299	-0.193495862	978.4388335	0.00535393
8.583055	1.854402371	98140.21409	50.30446174	0.438378159	1.316044778	-0.194971608	979.5616992	-0.011501025
8.59284	1.858648913	98318.94498	50.3062861	0.438870463	1.317588539	-0.195444716	980.6800194	-0.032854982
8.602625	1.862900201	98497.71038	50.30813051	0.439362786	1.319132584	-0.194801177	981.7961572	-0.05632452
8.61241	1.867156236	98676.50992	50.30999145	0.439855126	1.320676914	-0.193047802	982.9126841	-0.079315202
8.622195	1.871417018	98855.34319	50.31186568	0.440347484	1.32222153	-0.190312825	984.0320942	-0.099310928
8.63198	1.875682547	99034.20982	50.31375055	0.44083986	1.323766432	-0.186833036	985.1565306	-0.114149833
8.641765	1.879952824	99213.1094	50.31564437	0.441332255	1.325311622	-0.182929075	986.2875552	-0.122256923
8.65155	1.884227847	99392.04155	50.31754656	0.441824668	1.3268571	-0.178971743	987.4259855	-0.122809548
8.661335	1.888507618	99571.00588	50.31945777	0.442317099	1.328402868	-0.175342998	988.5718121	-0.115819763
8.67112	1.892792137	99750.002	50.32137985	0.44280955	1.329948926	-0.172395745	989.7242074	-0.102126565
8.680905	1.897081404	99929.02952	50.32331565	0.44330202	1.331495275	-0.170416559	990.8816199	-0.083300041
8.69069	1.901375419	100108.088	50.32526877	0.443794509	1.333041916	-0.169595113	992.041946	-0.061467926
8.700475	1.905674182	100287.1772	50.3272432	0.444287018	1.334588851	-0.17000346	993.2027609	-0.039082457
8.71026	1.909977693	100466.2966	50.32924292	0.444779546	1.336136079	-0.171587398	994.3615851	-0.018651267
8.720045	1.914285953	100645.4458	50.3312715	0.445272095	1.337683603	-0.174170996	995.5161584	-0.002460059
8.72983	1.918598962	100824.6245	50.33333173	0.445764664	1.339231422	-0.177474118	996.6646939	0.007683541
8.739615	1.922916719	101003.8323	50.33542534	0.446257253	1.340779539	-0.181141415	997.8060825	0.010656623
8.7494	1.927239226	101183.0687	50.33755285	0.446749862	1.342327953	-0.18477998	998.9400239	0.006153825
8.759185	1.931566482	101362.3334	50.33971347	0.447242493	1.343876666	-0.188001767	1000.067069	-0.005270883
8.76897	1.935898487	101541.6261	50.34190525	0.447735144	1.345425679	-0.190466134	1001.188561	-0.022261028
8.778755	1.940235242	101720.9463	50.34412529	0.448227817	1.346974993	-0.191917627	1002.306491	-0.042809348
8.78854	1.944576747	101900.2937	50.34637005	0.448720511	1.348524608	-0.192214478	1003.423261	-0.064488875
8.798325	1.948923002	102079.6678	50.34863577	0.449213226	1.350074526	-0.191344214	1004.541409	-0.084737412
8.80811	1.953274006	102259.0682	50.35091891	0.449705964	1.351624748	-0.189424277	1005.663306	-0.101161745
8.817895	1.957629761	102438.4947	50.35321651	0.450198724	1.353175275	-0.186687356	1006.790871	-0.111824391
8.82768	1.961990267	102617.9468	50.35552657	0.450691506	1.354726107	-0.183453083	1007.92534	-0.115477084
8.837465	1.966355522	102797.4242	50.35784822	0.45118431	1.356277246	-0.180089485	1009.067121	-0.111711396
8.84725	1.970725529	102976.9264	50.36018183	0.451677137	1.357828693	-0.176968956	1010.215738	-0.101007305
8.857035	1.975100287	103156.4531	50.36252895	0.452169987	1.359380448	-0.17442417	1011.369898	-0.084673515
8.86682	1.979479796	103336.0038	50.36489208	0.45266286	1.360932513	-0.17270937	1012.527645	-0.064687196
8.876605	1.983864056	103515.5783	50.36727437	0.453155757	1.362484888	-0.171971714	1013.686601	-0.043453493
8.88639	1.988253068	103695.1761	50.36967922	0.453648677	1.364037575	-0.172236005	1014.84425	-0.023514996
8.896175	1.992646832	103874.7969	50.37210989	0.454141621	1.365590575	-0.173404437	1015.998243	-0.007247045
8.90596	1.997045347	104054.4402	50.37456911	0.454634589	1.367143888	-0.175271062	1017.146674	0.003424231
8.915745	2.001448615	104234.1057	50.37705874	0.455127582	1.368697516	-0.177548966	1018.288307	0.00724785
8.92553	2.005856636	104413.7931	50.37957959	0.455620599	1.37025146	-0.179906657	1019.422716	0.003792013
8.935315	2.010269409	104593.5019	50.38213138	0.45611364	1.37180572	-0.1820092	1020.550331	-0.006509411
8.9451	2.014686934	104773.2317	50.38471273	0.456606707	1.373360298	-0.183559202	1021.672386	-0.022412105
8.954885	2.019109213	104952.9823	50.38732144	0.457099798	1.374915194	-0.184332892	1022.790766	-0.042010762
8.96467	2.023536245	105132.7532	50.38995472	0.457592915	1.37647041	-0.184207157	1023.90779	-0.062964995
8.974455	2.027968031	105312.544	50.39260962	0.458086058	1.378025947	-0.183174457	1025.025932	-0.082775613
8.98424	2.03240457	105492.3543	50.39528336	0.458579226	1.379581806	-0.181343901	1026.147532	-0.099079796
8.994025	2.036845864	105672.1839	50.39797377	0.459072421	1.381137988	-0.178928292	1027.274515	-0.109931492
9.00381	2.041291911	105852.0323	50.40074602	0.459565642	1.382694493	-0.176218516	1028.408167	-0.11403466
9.013595	2.045742713	106031.8998	50.40363768	0.460058891	1.384251328	-0.173548116	1029.54897	-0.110901658
9.02338	2.050198269	106211.7861	50.40654531	0.460552168	1.385808494	-0.171252098	1030.696546	-0.100916951
9.033165	2.05465858	106391.6909	50.40947082	0.461045474	1.387365991	-0.169624818	1031.849691	-0.085296689
9.04295	2.059123647	106571.6138	50.41241699	0.461538809	1.388923822	-0.168882087	1033.006521	-0.065946773
9.052735	2.063593468	106751.5545	50.41538708	0.462032173	1.390481987	-0.169132315	1034.164694	-0.045234428
9.06252	2.068068046	106931.5125	50.41838454	0.462525566	1.392040486	-0.170360549	1035.321697	-0.025699566
9.072305	2.072547379	107111.4874	50.42141246	0.463018989	1.393599322	-0.172427794	1036.475158	-0.009740803
9.08209	2.077031468	107291.479	50.42447331	0.463512442	1.395158496	-0.175086092	1037.623141	0.000684596
9.091875	2.081520314	107471.4869	50.42756852	0.464005925	1.396718007	-0.178007791	1038.764391	0.004308155
9.10166	2.086013917	107651.5106	50.43069835	0.464499438	1.398277858	-0.180825522	1039.898497	0.000712252
9.111445	2.090512276	107831.5499	50.43386181	0.464992982	1.399838049	-0.183177872	1041.025942	-0.009615307
9.12123	2.095015393	108011.6043	50.43705678	0.465486557	1.401398582	-0.184754887	1042.148046	-0.025342344
9.131015	2.099523267	108191.6735	50.44028025	0.465980162	1.402959457	-0.185337491	1043.266796	-0.044461704
9.1408	2.104035899	108371.7571	50.4435287	0.466473799	1.404520676	-0.184825635	1044.384594	-0.064547217
9.150585	2.108553289	108551.8548	50.44679851	0.466967468	1.40608224	-0.18325149	1045.503951	-0.083062858
9.16037	2.113075437	108731.9661	50.45008645	0.467461168	1.40764415	-0.180775964	1046.627167	-0.097684877
9.170155	2.117602344	108912.0908	50.45339002	0.4679549	1.409206406	-0.177669025	1047.756042	-0.106595254
9.17994	2.12213401	109092.2284	50.45670785	0.468448665	1.410769011	-0.174276391	1048.89165	-0.108709088
