Time(s)	Thrust(kN)	x-CoM(m)	Ixx	Izz	Total_Mass (Mg)
0	0	1.666	1.05	182	0.146
0.0002	0	1.666001781	1.049996119	181.9995224	0.145999224
0.0004	0	1.666003562	1.049992239	181.9990448	0.145998448
0.0006	0	1.666005343	1.049988358	181.9985672	0.145997672
0.0008	0	1.666007124	1.049984478	181.9980896	0.145996896
0.001	0	1.666008906	1.049980597	181.9976119	0.145996119
0.0012	0	1.666010687	1.049976716	181.9971343	0.145995343
0.0014	0	1.666012468	1.049972836	181.9966567	0.145994567
0.0016	0	1.666014249	1.049968955	181.9961791	0.145993791
0.0018	0	1.66601603	1.049965075	181.9957015	0.145993015
0.002	0	1.666017811	1.049961194	181.9952239	0.145992239
0.0022	0	1.666019592	1.049957313	181.9947463	0.145991463
0.0024	0	1.666021373	1.049953433	181.9942687	0.145990687
0.0026	0	1.666023154	1.049949552	181.993791	0.14598991
0.0028	0	1.666024935	1.049945672	181.9933134	0.145989134
0.003	0	1.666026716	1.049941791	181.9928358	0.145988358
0.0032	0	1.666028498	1.04993791	181.9923582	0.145987582
0.0034	0	1.666030279	1.04993403	181.9918806	0.145986806
0.0036	0	1.66603206	1.049930149	181.991403	0.14598603
0.0038	0	1.666033841	1.049926269	181.9909254	0.145985254
0.004	0	1.666035622	1.049922388	181.9904478	0.145984478
0.0042	0	1.666037403	1.049918508	181.9899701	0.145983702
0.0044	0	1.666039184	1.049914627	181.9894925	0.145982925
0.0046	0	1.666040965	1.049910746	181.9890149	0.145982149
0.0048	0	1.666042746	1.049906866	181.9885373	0.145981373
0.005	0	1.666044527	1.049902985	181.9880597	0.145980597
0.0052	0	1.666046309	1.049899105	181.9875821	0.145979821
0.0054	0	1.66604809	1.049895224	181.9871045	0.145979045
0.0056	0	1.666049871	1.049891343	181.9866269	0.145978269
0.0058	0	1.666051652	1.049887463	181.9861493	0.145977493
0.006	0	1.666053433	1.049883582	181.9856716	0.145976716
0.0062	0	1.666055214	1.049879702	181.985194	0.14597594
0.0064	0	1.666056995	1.049875821	181.9847164	0.145975164
0.0066	0	1.666058776	1.04987194	181.9842388	0.145974388
0.0068	0	1.666060557	1.04986806	181.9837612	0.145973612
0.007	0	1.666062338	1.049864179	181.9832836	0.145972836
0.0072	0	1.666064119	1.049860299	181.982806	0.14597206
0.0074	0	1.666065901	1.049856418	181.9823284	0.145971284
0.0076	0	1.666067682	1.049852537	181.9818507	0.145970507
0.0078	0	1.666069463	1.049848657	181.9813731	0.145969731
0.008	0	1.666071244	1.049844776	181.9808955	0.145968955
0.0082	0	1.666073025	1.049840896	181.9804179	0.145968179
0.0084	0	1.666074806	1.049837015	181.9799403	0.145967403
0.0086	0	1.666076587	1.049833134	181.9794627	0.145966627
0.0088	0	1.666078368	1.049829254	181.9789851	0.145965851
0.009	0	1.666080149	1.049825373	181.9785075	0.145965075
0.0092	0	1.66608193	1.049821493	181.9780299	0.145964299
0.0094	0	1.666083711	1.049817612	181.9775522	0.145963522
0.0096	0	1.666085493	1.049813731	181.9770746	0.145962746
0.0098	0	1.666087274	1.049809851	181.976597	0.14596197
0.01	0	1.666089055	1.04980597	181.9761194	0.145961194
0.01	0	1.666089055	1.04980597	181.9761194	0.145961194
0.0204	0.672531068	1.666181672	1.049604179	181.9512836	0.145920836
0.0308	1.738430014	1.666274289	1.049402388	181.9264478	0.145880478
0.0412	2.804328998	1.666366906	1.049200597	181.9016119	0.145840119
0.0516	3.870228154	1.666459522	1.048998806	181.8767761	0.145799761
0.062	4.936127614	1.666552139	1.048797015	181.8519403	0.145759403
0.0724	6.00202751	1.666644756	1.048595224	181.8271045	0.145719045
0.0828	7.067927977	1.666737373	1.048393433	181.8022687	0.145678686
0.0932	8.133829145	1.66682999	1.048191642	181.7774328	0.145638328
0.1036	8.829811887	1.666922607	1.047989851	181.752597	0.14559797
0.114	8.827059165	1.667015224	1.04778806	181.7277612	0.145557612
0.1244	8.824307365	1.667107841	1.047586269	181.7029254	0.145517253
0.1348	8.821556486	1.667200458	1.047384478	181.6780896	0.145476895
0.1452	8.818806529	1.667293075	1.047182687	181.6532537	0.145436537
0.1556	8.816057494	1.667385692	1.046980896	181.6284179	0.145396179
0.166	8.81330938	1.667478309	1.046779105	181.6035821	0.14535582
0.1764	8.810562188	1.667570925	1.046577313	181.5787463	0.145315462
0.1868	8.807815917	1.667663542	1.046375522	181.5539104	0.145275104
0.1972	8.805070567	1.667756159	1.046173731	181.5290746	0.145234746
0.2076	8.802326139	1.667848776	1.04597194	181.5042388	0.145194387
0.218	8.799582632	1.667941393	1.045770149	181.479403	0.145154029
0.2284	8.796840046	1.66803401	1.045568358	181.4545672	0.145113671
0.2388	8.794098382	1.668126627	1.045366567	181.4297313	0.145073313
0.2492	8.791357638	1.668219244	1.045164776	181.4048955	0.145032955
0.2596	8.788617816	1.668311861	1.044962985	181.3800597	0.144992596
0.27	8.785878914	1.668404478	1.044761194	181.3552239	0.144952238
0.2804	8.783140933	1.668497095	1.044559403	181.3303881	0.14491188
0.2908	8.780403873	1.668589711	1.044357612	181.3055522	0.144871522
0.3012	8.777667734	1.668682328	1.044155821	181.2807164	0.144831163
0.3116	8.774932515	1.668774945	1.04395403	181.2558806	0.144790805
0.322	8.772198217	1.668867562	1.043752239	181.2310448	0.144750447
0.3324	8.769464839	1.668960179	1.043550448	181.206209	0.144710089
0.3428	8.766732381	1.669052796	1.043348657	181.1813731	0.14466973
0.3532	8.764000844	1.669145413	1.043146866	181.1565373	0.144629372
0.3636	8.761270227	1.66923803	1.042945075	181.1317015	0.144589014
0.374	8.75854053	1.669330647	1.042743284	181.1068657	0.144548656
0.3844	8.755811753	1.669423264	1.042541493	181.0820299	0.144508297
0.3948	8.753083896	1.669515881	1.042339702	181.057194	0.144467939
0.4052	8.750356959	1.669608498	1.04213791	181.0323582	0.144427581
0.4156	8.747630941	1.669701114	1.041936119	181.0075224	0.144387223
0.426	8.744905843	1.669793731	1.041734328	180.9826866	0.144346864
0.4364	8.742181664	1.669886348	1.041532537	180.9578507	0.144306506
0.4468	8.739458405	1.669978965	1.041330746	180.9330149	0.144266148
0.4572	8.736736065	1.670071582	1.041128955	180.9081791	0.14422579
0.4676	8.734014644	1.670164199	1.040927164	180.8833433	0.144185431
0.478	8.731294143	1.670256816	1.040725373	180.8585075	0.144145073
0.4884	8.72857456	1.670349433	1.040523582	180.8336716	0.144104715
0.4988	8.725855896	1.67044205	1.040321791	180.8088358	0.144064357
0.5092	8.723994395	1.670534667	1.04012	180.784	0.144023999
0.5196	8.722245496	1.670627284	1.039918209	180.7591642	0.14398364
0.53	8.720497517	1.670719901	1.039716418	180.7343284	0.143943282
0.53	8.720497517	1.670719901	1.039716418	180.7343284	0.143943282
0.539785	8.718853741	1.670807041	1.03952656	180.7109612	0.14390531
0.54957	8.717210778	1.670894181	1.039336702	180.687594	0.143867339
0.559355	8.715568626	1.670981321	1.039146843	180.6642269	0.143829367
0.56914	8.713927286	1.671068461	1.038956985	180.6408597	0.143791395
0.578925	8.712286759	1.671155601	1.038767127	180.6174925	0.143753424
0.58871	8.710647043	1.671242741	1.038577269	180.5941254	0.143715452
0.598495	8.709008139	1.671329881	1.03838741	180.5707582	0.14367748
0.60828	8.707370048	1.671417021	1.038197552	180.547391	0.143639509
0.618065	8.705732768	1.671504161	1.038007694	180.5240239	0.143601537
0.62785	8.7040963	1.671591301	1.037817836	180.5006567	0.143563565
0.637635	8.702460644	1.671678441	1.037627978	180.4772896	0.143525594
0.64742	8.7008258	1.671765581	1.037438119	180.4539224	0.143487622
0.657205	8.699191767	1.671852721	1.037248261	180.4305552	0.14344965
0.66699	8.697558547	1.671939861	1.037058403	180.4071881	0.143411679
0.676775	8.695926138	1.672027001	1.036868545	180.3838209	0.143373707
0.68656	8.694294542	1.672114141	1.036678687	180.3604537	0.143335735
0.696345	8.692663757	1.672201281	1.036488828	180.3370866	0.143297764
0.70613	8.691033783	1.672288421	1.03629897	180.3137194	0.143259792
0.715915	8.689404622	1.672375561	1.036109112	180.2903522	0.14322182
0.7257	8.687776272	1.672462702	1.035919254	180.2669851	0.143183849
0.735485	8.686148734	1.672549842	1.035729396	180.2436179	0.143145877
0.74527	8.684522008	1.672636982	1.035539537	180.2202507	0.143107905
0.755055	8.682896093	1.672724122	1.035349679	180.1968836	0.143069934
0.76484	8.68127099	1.672811262	1.035159821	180.1735164	0.143031962
0.774625	8.679646698	1.672898402	1.034969963	180.1501493	0.14299399
0.78441	8.678023218	1.672985542	1.034780105	180.1267821	0.142956019
0.794195	8.676400549	1.673072682	1.034590246	180.1034149	0.142918047
0.80398	8.674778692	1.673159822	1.034400388	180.0800478	0.142880075
0.813765	8.673157646	1.673246962	1.03421053	180.0566806	0.142842104
0.82355	8.671537412	1.673334102	1.034020672	180.0333134	0.142804132
0.833335	8.669917988	1.673421242	1.033830813	180.0099463	0.14276616
0.84312	8.668299377	1.673508382	1.033640955	179.9865791	0.142728189
0.852905	8.666681576	1.673595522	1.033451097	179.9632119	0.142690217
0.86269	8.665064586	1.673682662	1.033261239	179.9398448	0.142652245
0.872475	8.663448408	1.673769802	1.033071381	179.9164776	0.142614274
0.88226	8.661833041	1.673856942	1.032881522	179.8931104	0.142576302
0.892045	8.660218484	1.673944082	1.032691664	179.8697433	0.14253833
0.90183	8.658604739	1.674031222	1.032501806	179.8463761	0.142500359
0.911615	8.656991805	1.674118362	1.032311948	179.823009	0.142462387
0.9214	8.655379681	1.674205503	1.03212209	179.7996418	0.142424415
0.931185	8.653768368	1.674292643	1.031932231	179.7762746	0.142386444
0.94097	8.652157866	1.674379783	1.031742373	179.7529075	0.142348472
0.950755	8.650548175	1.674466923	1.031552515	179.7295403	0.1423105
0.96054	8.648939294	1.674554063	1.031362657	179.7061731	0.142272529
0.970325	8.647331224	1.674641203	1.031172799	179.682806	0.142234557
0.98011	8.645723964	1.674728343	1.03098294	179.6594388	0.142196585
0.989895	8.644117514	1.674815483	1.030793082	179.6360716	0.142158614
0.99968	8.642511875	1.674902623	1.030603224	179.6127045	0.142120642
1.009465	8.641168848	1.674989763	1.030413366	179.5893373	0.14208267
1.01925	8.639835482	1.675076903	1.030223508	179.5659701	0.142044698
1.029035	8.638502927	1.675164043	1.030033649	179.542603	0.142006727
1.03882	8.637171182	1.675251183	1.029843791	179.5192358	0.141968755
1.048605	8.635840246	1.675338323	1.029653933	179.4958687	0.141930783
1.05839	8.634510121	1.675425463	1.029464075	179.4725015	0.141892812
1.068175	8.633180805	1.675512603	1.029274216	179.4491343	0.14185484
1.07796	8.6318523	1.675599743	1.029084358	179.4257672	0.141816868
1.087745	8.630524604	1.675686883	1.0288945	179.4024	0.141778897
1.09753	8.629197718	1.675774023	1.028704642	179.3790328	0.141740925
1.107315	8.627871642	1.675861163	1.028514784	179.3556657	0.141702953
1.1171	8.626546375	1.675948304	1.028324925	179.3322985	0.141664982
1.126885	8.625221918	1.676035444	1.028135067	179.3089313	0.14162701
1.13667	8.623898271	1.676122584	1.027945209	179.2855642	0.141589038
1.146455	8.622575433	1.676209724	1.027755351	179.262197	0.141551067
1.15624	8.621253404	1.676296864	1.027565493	179.2388299	0.141513095
1.166025	8.619932185	1.676384004	1.027375634	179.2154627	0.141475123
1.17581	8.618611775	1.676471144	1.027185776	179.1920955	0.141437152
1.185595	8.617292174	1.676558284	1.026995918	179.1687284	0.14139918
1.19538	8.615973382	1.676645424	1.02680606	179.1453612	0.141361208
1.205165	8.614655399	1.676732564	1.026616202	179.121994	0.141323237
1.21495	8.613338225	1.676819704	1.026426343	179.0986269	0.141285265
1.224735	8.61202186	1.676906844	1.026236485	179.0752597	0.141247293
1.23452	8.610706303	1.676993984	1.026046627	179.0518925	0.141209322
1.244305	8.609391555	1.677081124	1.025856769	179.0285254	0.14117135
1.25409	8.608077616	1.677168264	1.02566691	179.0051582	0.141133378
1.263875	8.606764485	1.677255404	1.025477052	178.981791	0.141095407
1.27366	8.605452163	1.677342544	1.025287194	178.9584239	0.141057435
1.283445	8.604140649	1.677429684	1.025097336	178.9350567	0.141019463
1.29323	8.602829943	1.677516824	1.024907478	178.9116896	0.140981492
1.303015	8.601520045	1.677603964	1.024717619	178.8883224	0.14094352
1.3128	8.600210955	1.677691105	1.024527761	178.8649552	0.140905548
1.322585	8.598902673	1.677778245	1.024337903	178.8415881	0.140867577
1.33237	8.597595199	1.677865385	1.024148045	178.8182209	0.140829605
1.342155	8.596288532	1.677952525	1.023958187	178.7948537	0.140791633
1.35194	8.594982673	1.678039665	1.023768328	178.7714866	0.140753662
1.361725	8.593677622	1.678126805	1.02357847	178.7481194	0.14071569
1.37151	8.592373378	1.678213945	1.023388612	178.7247522	0.140677718
1.381295	8.591069941	1.678301085	1.023198754	178.7013851	0.140639747
1.39108	8.589767311	1.678388225	1.023008896	178.6780179	0.140601775
1.400865	8.588465488	1.678475365	1.022819037	178.6546507	0.140563803
1.41065	8.587164472	1.678562505	1.022629179	178.6312836	0.140525832
1.420435	8.585864263	1.678649645	1.022439321	178.6079164	0.14048786
1.43022	8.58456486	1.678736785	1.022249463	178.5845493	0.140449888
1.440005	8.583266264	1.678823925	1.022059605	178.5611821	0.140411917
1.44979	8.581968474	1.678911065	1.021869746	178.5378149	0.140373945
1.459575	8.580671491	1.678998205	1.021679888	178.5144478	0.140335973
1.46936	8.579375313	1.679085345	1.02149003	178.4910806	0.140298002
1.479145	8.578079942	1.679172485	1.021300172	178.4677134	0.14026003
1.48893	8.576785376	1.679259625	1.021110313	178.4443463	0.140222058
1.498715	8.575491616	1.679346765	1.020920455	178.4209791	0.140184087
1.5085	8.574370532	1.679433906	1.020730597	178.3976119	0.140146115
1.518285	8.573276236	1.679521046	1.020540739	178.3742448	0.140108143
1.52807	8.572182745	1.679608186	1.020350881	178.3508776	0.140070172
1.537855	8.571090059	1.679695326	1.020161022	178.3275104	0.1400322
1.54764	8.569998178	1.679782466	1.019971164	178.3041433	0.139994228
1.557425	8.568907102	1.679869606	1.019781306	178.2807761	0.139956257
1.56721	8.567816831	1.679956746	1.019591448	178.257409	0.139918285
1.576995	8.566727365	1.680043886	1.01940159	178.2340418	0.139880313
1.58678	8.565638703	1.680131026	1.019211731	178.2106746	0.139842342
1.596565	8.564550845	1.680218166	1.019021873	178.1873075	0.13980437
1.60635	8.563463792	1.680305306	1.018832015	178.1639403	0.139766398
1.616135	8.562377543	1.680392446	1.018642157	178.1405731	0.139728427
1.62592	8.561292098	1.680479586	1.018452299	178.117206	0.139690455
1.635705	8.560207457	1.680566726	1.01826244	178.0938388	0.139652483
1.64549	8.559123619	1.680653866	1.018072582	178.0704716	0.139614512
1.655275	8.558040585	1.680741006	1.017882724	178.0471045	0.13957654
1.66506	8.556958355	1.680828146	1.017692866	178.0237373	0.139538568
1.674845	8.555876927	1.680915286	1.017503008	178.0003701	0.139500597
1.68463	8.554796303	1.681002426	1.017313149	177.977003	0.139462625
1.694415	8.553716482	1.681089566	1.017123291	177.9536358	0.139424653
1.7042	8.552637463	1.681176707	1.016933433	177.9302687	0.139386682
1.713985	8.551559247	1.681263847	1.016743575	177.9069015	0.13934871
1.72377	8.550481834	1.681350987	1.016553716	177.8835343	0.139310738
1.733555	8.549405223	1.681438127	1.016363858	177.8601672	0.139272767
1.74334	8.548329414	1.681525267	1.016174	177.8368	0.139234795
1.753125	8.547254407	1.681612407	1.015984142	177.8134328	0.139196823
1.76291	8.546180202	1.681699547	1.015794284	177.7900657	0.139158852
1.772695	8.545106798	1.681786687	1.015604425	177.7666985	0.13912088
1.78248	8.544034197	1.681873827	1.015414567	177.7433313	0.139082908
1.792265	8.542962396	1.681960967	1.015224709	177.7199642	0.139044936
1.80205	8.541891397	1.682048107	1.015034851	177.696597	0.139006965
1.811835	8.540821198	1.682135247	1.014844993	177.6732299	0.138968993
1.82162	8.539751801	1.682222387	1.014655134	177.6498627	0.138931021
1.831405	8.538683204	1.682309527	1.014465276	177.6264955	0.13889305
1.84119	8.537615407	1.682396667	1.014275418	177.6031284	0.138855078
1.850975	8.536548411	1.682483807	1.01408556	177.5797612	0.138817106
1.86076	8.535482215	1.682570947	1.013895702	177.556394	0.138779135
1.870545	8.534416819	1.682658087	1.013705843	177.5330269	0.138741163
1.88033	8.533352223	1.682745227	1.013515985	177.5096597	0.138703191
1.890115	8.532288427	1.682832367	1.013326127	177.4862925	0.13866522
1.8999	8.531225429	1.682919508	1.013136269	177.4629254	0.138627248
1.909685	8.530163231	1.683006648	1.01294641	177.4395582	0.138589276
1.91947	8.529101833	1.683093788	1.012756552	177.416191	0.138551305
1.929255	8.528041233	1.683180928	1.012566694	177.3928239	0.138513333
1.93904	8.526981431	1.683268068	1.012376836	177.3694567	0.138475361
1.948825	8.525922429	1.683355208	1.012186978	177.3460896	0.13843739
1.95861	8.524864224	1.683442348	1.011997119	177.3227224	0.138399418
1.968395	8.523806818	1.683529488	1.011807261	177.2993552	0.138361446
1.97818	8.52275021	1.683616628	1.011617403	177.2759881	0.138323475
1.987965	8.521694399	1.683703768	1.011427545	177.2526209	0.138285503
1.99775	8.520639386	1.683790908	1.011237687	177.2292537	0.138247531
2.007535	8.519701511	1.683878048	1.011047828	177.2058866	0.13820956
2.01732	8.518799173	1.683965188	1.01085797	177.1825194	0.138171588
2.027105	8.517897632	1.684052328	1.010668112	177.1591522	0.138133616
2.03689	8.516996888	1.684139468	1.010478254	177.1357851	0.138095645
2.046675	8.516096941	1.684226608	1.010288396	177.1124179	0.138057673
2.05646	8.51519779	1.684313748	1.010098537	177.0890507	0.138019701
2.066245	8.514299436	1.684400888	1.009908679	177.0656836	0.13798173
2.07603	8.513401878	1.684488028	1.009718821	177.0423164	0.137943758
2.085815	8.512505116	1.684575168	1.009528963	177.0189493	0.137905786
2.0956	8.511609149	1.684662309	1.009339105	176.9955821	0.137867815
2.105385	8.510713979	1.684749449	1.009149246	176.9722149	0.137829843
2.11517	8.509819604	1.684836589	1.008959388	176.9488478	0.137791871
2.124955	8.508926024	1.684923729	1.00876953	176.9254806	0.1377539
2.13474	8.508033239	1.685010869	1.008579672	176.9021134	0.137715928
2.144525	8.50714125	1.685098009	1.008389813	176.8787463	0.137677956
2.15431	8.506250055	1.685185149	1.008199955	176.8553791	0.137639985
2.164095	8.505359655	1.685272289	1.008010097	176.8320119	0.137602013
2.17388	8.504470049	1.685359429	1.007820239	176.8086448	0.137564041
2.183665	8.503581238	1.685446569	1.007630381	176.7852776	0.13752607
2.19345	8.50269322	1.685533709	1.007440522	176.7619104	0.137488098
2.203235	8.501805997	1.685620849	1.007250664	176.7385433	0.137450126
2.21302	8.500919567	1.685707989	1.007060806	176.7151761	0.137412155
2.222805	8.500033931	1.685795129	1.006870948	176.691809	0.137374183
2.23259	8.499149088	1.685882269	1.00668109	176.6684418	0.137336211
2.242375	8.498265038	1.685969409	1.006491231	176.6450746	0.13729824
2.25216	8.497381782	1.686056549	1.006301373	176.6217075	0.137260268
2.261945	8.496499318	1.686143689	1.006111515	176.5983403	0.137222296
2.27173	8.495617647	1.686230829	1.005921657	176.5749731	0.137184325
2.281515	8.494736769	1.686317969	1.005731799	176.551606	0.137146353
2.2913	8.493856682	1.68640511	1.00554194	176.5282388	0.137108381
2.301085	8.492977388	1.68649225	1.005352082	176.5048716	0.13707041
2.31087	8.492098886	1.68657939	1.005162224	176.4815045	0.137032438
2.320655	8.491221175	1.68666653	1.004972366	176.4581373	0.136994466
2.33044	8.490344257	1.68675367	1.004782508	176.4347701	0.136956495
2.340225	8.489468129	1.68684081	1.004592649	176.411403	0.136918523
2.35001	8.488592793	1.68692795	1.004402791	176.3880358	0.136880551
2.359795	8.487718248	1.68701509	1.004212933	176.3646687	0.13684258
2.36958	8.486844493	1.68710223	1.004023075	176.3413015	0.136804608
2.379365	8.485971529	1.68718937	1.003833216	176.3179343	0.136766636
2.38915	8.485099356	1.68727651	1.003643358	176.2945672	0.136728665
2.398935	8.484227973	1.68736365	1.0034535	176.2712	0.136690693
2.40872	8.48335738	1.68745079	1.003263642	176.2478328	0.136652721
2.418505	8.482487577	1.68753793	1.003073784	176.2244657	0.13661475
2.42829	8.481618563	1.68762507	1.002883925	176.2010985	0.136576778
2.438075	8.480750339	1.68771221	1.002694067	176.1777313	0.136538806
2.44786	8.479882904	1.68779935	1.002504209	176.1543642	0.136500835
2.457645	8.479016259	1.68788649	1.002314351	176.130997	0.136462863
2.46743	8.478150402	1.68797363	1.002124493	176.1076299	0.136424891
2.477215	8.477285334	1.68806077	1.001934634	176.0842627	0.13638692
2.487	8.476421054	1.68814791	1.001744776	176.0608955	0.136348948
2.496785	8.475557563	1.688235051	1.001554918	176.0375284	0.136310976
2.50657	8.47477475	1.688322191	1.00136506	176.0141612	0.136273005
2.516355	8.474031821	1.688409331	1.001175202	175.990794	0.136235033
2.52614	8.473289678	1.688496471	1.000985343	175.9674269	0.136197061
2.535925	8.472548324	1.688583611	1.000795485	175.9440597	0.136159089
2.54571	8.471807756	1.688670751	1.000605627	175.9206925	0.136121118
2.555495	8.471067976	1.688757891	1.000415769	175.8973254	0.136083146
2.56528	8.470328982	1.688845031	1.00022591	175.8739582	0.136045174
2.575065	8.469590775	1.688932171	1.000036052	175.850591	0.136007203
2.58485	8.468853355	1.689019311	0.999846194	175.8272239	0.135969231
2.594635	8.46811672	1.689106451	0.999656336	175.8038567	0.135931259
2.60442	8.467380872	1.689193591	0.999466478	175.7804896	0.135893288
2.614205	8.46664581	1.689280731	0.999276619	175.7571224	0.135855316
2.62399	8.465911533	1.689367871	0.999086761	175.7337552	0.135817344
2.633775	8.465178041	1.689455011	0.998896903	175.7103881	0.135779373
2.64356	8.464445334	1.689542151	0.998707045	175.6870209	0.135741401
2.653345	8.463713413	1.689629291	0.998517187	175.6636537	0.135703429
2.66313	8.462982276	1.689716431	0.998327328	175.6402866	0.135665458
2.672915	8.462251923	1.689803571	0.99813747	175.6169194	0.135627486
2.6827	8.461522354	1.689890711	0.997947612	175.5935522	0.135589514
2.692485	8.46079357	1.689977852	0.997757754	175.5701851	0.135551543
2.70227	8.460065569	1.690064992	0.997567896	175.5468179	0.135513571
2.712055	8.459338351	1.690152132	0.997378037	175.5234507	0.135475599
2.72184	8.458611917	1.690239272	0.997188179	175.5000836	0.135437628
2.731625	8.457886266	1.690326412	0.996998321	175.4767164	0.135399656
2.74141	8.457161397	1.690413552	0.996808463	175.4533493	0.135361684
2.751195	8.456437311	1.690500692	0.996618605	175.4299821	0.135323713
2.76098	8.455714007	1.690587832	0.996428746	175.4066149	0.135285741
2.770765	8.454991485	1.690674972	0.996238888	175.3832478	0.135247769
2.78055	8.454269744	1.690762112	0.99604903	175.3598806	0.135209798
2.790335	8.453548785	1.690849252	0.995859172	175.3365134	0.135171826
2.80012	8.452828607	1.690936392	0.995669313	175.3131463	0.135133854
2.809905	8.452109209	1.691023532	0.995479455	175.2897791	0.135095883
2.81969	8.451390593	1.691110672	0.995289597	175.2664119	0.135057911
2.829475	8.450672756	1.691197812	0.995099739	175.2430448	0.135019939
2.83926	8.4499557	1.691284952	0.994909881	175.2196776	0.134981968
2.849045	8.449239423	1.691372092	0.994720022	175.1963104	0.134943996
2.85883	8.448523925	1.691459232	0.994530164	175.1729433	0.134906024
2.868615	8.447809207	1.691546372	0.994340306	175.1495761	0.134868053
2.8784	8.447095268	1.691633512	0.994150448	175.126209	0.134830081
2.888185	8.446382107	1.691720653	0.99396059	175.1028418	0.134792109
2.89797	8.445669724	1.691807793	0.993770731	175.0794746	0.134754138
2.907755	8.44495812	1.691894933	0.993580873	175.0561075	0.134716166
2.91754	8.444247293	1.691982073	0.993391015	175.0327403	0.134678194
2.927325	8.443537243	1.692069213	0.993201157	175.0093731	0.134640223
2.93711	8.44282797	1.692156353	0.993011299	174.986006	0.134602251
2.946895	8.442119475	1.692243493	0.99282144	174.9626388	0.134564279
2.95668	8.441411755	1.692330633	0.992631582	174.9392716	0.134526308
2.966465	8.440704812	1.692417773	0.992441724	174.9159045	0.134488336
2.97625	8.439998645	1.692504913	0.992251866	174.8925373	0.134450364
2.986035	8.439293253	1.692592053	0.992062008	174.8691701	0.134412393
2.99582	8.438588636	1.692679193	0.991872149	174.845803	0.134374421
3.005605	8.437939612	1.692766333	0.991682291	174.8224358	0.134336449
3.01539	8.437332242	1.692853473	0.991492433	174.7990687	0.134298478
3.025175	8.436725647	1.692940613	0.991302575	174.7757015	0.134260506
3.03496	8.436119825	1.693027753	0.991112716	174.7523343	0.134222534
3.044745	8.435514778	1.693114893	0.990922858	174.7289672	0.134184563
3.05453	8.434910504	1.693202033	0.990733	174.7056	0.134146591
3.064315	8.434307002	1.693289173	0.990543142	174.6822328	0.134108619
3.0741	8.433704274	1.693376313	0.990353284	174.6588657	0.134070648
3.083885	8.433102318	1.693463454	0.990163425	174.6354985	0.134032676
3.09367	8.432501135	1.693550594	0.989973567	174.6121313	0.133994704
3.103455	8.431900723	1.693637734	0.989783709	174.5887642	0.133956733
3.11324	8.431301083	1.693724874	0.989593851	174.565397	0.133918761
3.123025	8.430702214	1.693812014	0.989403993	174.5420299	0.133880789
3.13281	8.430104117	1.693899154	0.989214134	174.5186627	0.133842818
3.142595	8.42950679	1.693986294	0.989024276	174.4952955	0.133804846
3.15238	8.428910233	1.694073434	0.988834418	174.4719284	0.133766874
3.162165	8.428314446	1.694160574	0.98864456	174.4485612	0.133728903
3.17195	8.42771943	1.694247714	0.988454702	174.425194	0.133690931
3.181735	8.427125182	1.694334854	0.988264843	174.4018269	0.133652959
3.19152	8.426531704	1.694421994	0.988074985	174.3784597	0.133614988
3.201305	8.425938995	1.694509134	0.987885127	174.3550925	0.133577016
3.21109	8.425347054	1.694596274	0.987695269	174.3317254	0.133539044
3.220875	8.424755882	1.694683414	0.98750541	174.3083582	0.133501073
3.23066	8.424165477	1.694770554	0.987315552	174.284991	0.133463101
3.240445	8.42357584	1.694857694	0.987125694	174.2616239	0.133425129
3.25023	8.422986971	1.694944834	0.986935836	174.2382567	0.133387158
3.260015	8.422398868	1.695031974	0.986745978	174.2148896	0.133349186
3.2698	8.421811532	1.695119114	0.986556119	174.1915224	0.133311214
3.279585	8.421224963	1.695206255	0.986366261	174.1681552	0.133273242
3.28937	8.42063916	1.695293395	0.986176403	174.1447881	0.133235271
3.299155	8.420054123	1.695380535	0.985986545	174.1214209	0.133197299
3.30894	8.419469851	1.695467675	0.985796687	174.0980537	0.133159327
3.318725	8.418886344	1.695554815	0.985606828	174.0746866	0.133121356
3.32851	8.418303603	1.695641955	0.98541697	174.0513194	0.133083384
3.338295	8.417721626	1.695729095	0.985227112	174.0279522	0.133045412
3.34808	8.417140413	1.695816235	0.985037254	174.0045851	0.133007441
3.357865	8.416559964	1.695903375	0.984847396	173.9812179	0.132969469
3.36765	8.415980279	1.695990515	0.984657537	173.9578507	0.132931497
3.377435	8.415401358	1.696077655	0.984467679	173.9344836	0.132893526
3.38722	8.414823199	1.696164795	0.984277821	173.9111164	0.132855554
3.397005	8.414245803	1.696251935	0.984087963	173.8877493	0.132817582
3.40679	8.41366917	1.696339075	0.983898105	173.8643821	0.132779611
3.416575	8.413093299	1.696426215	0.983708246	173.8410149	0.132741639
3.42636	8.41251819	1.696513355	0.983518388	173.8176478	0.132703667
3.436145	8.411943842	1.696600495	0.98332853	173.7942806	0.132665696
3.44593	8.411370255	1.696687635	0.983138672	173.7709134	0.132627724
3.455715	8.41079743	1.696774775	0.982948813	173.7475463	0.132589752
3.4655	8.410225365	1.696861915	0.982758955	173.7241791	0.132551781
3.475285	8.40965406	1.696949056	0.982569097	173.7008119	0.132513809
3.48507	8.409083515	1.697036196	0.982379239	173.6774448	0.132475837
3.494855	8.40851373	1.697123336	0.982189381	173.6540776	0.132437866
