Time(s)	Thrust(kN)	x-CoM(m)	Ixx	Izz	Total_Mass (Mg)
18.974725	8.791320865	1.834978894	0.681833694	136.6872239	0.072366682
18.98451	8.791764152	1.835066034	0.681643836	136.6638567	0.072328711
18.994295	8.792207124	1.835153174	0.681453978	136.6404896	0.072290739
19.00408	8.792651901	1.835240314	0.681264119	136.6171224	0.072252767
19.013865	8.793099328	1.835327455	0.681074261	136.5937552	0.072214796
19.02365	8.793546437	1.835414595	0.680884403	136.5703881	0.072176824
19.033435	8.793993229	1.835501735	0.680694545	136.5470209	0.072138852
19.04322	8.794439702	1.835588875	0.680504687	136.5236537	0.072100881
19.053005	8.794885856	1.835676015	0.680314828	136.5002866	0.072062909
19.06279	8.79533169	1.835763155	0.68012497	136.4769194	0.072024937
19.072575	8.795777204	1.835850295	0.679935112	136.4535522	0.071986966
19.08236	8.796222397	1.835937435	0.679745254	136.4301851	0.071948994
19.092145	8.796667268	1.836024575	0.679555396	136.4068179	0.071911022
19.10193	8.797111817	1.836111715	0.679365537	136.3834507	0.07187305
19.111715	8.797556044	1.836198855	0.679175679	136.3600836	0.071835079
19.1215	8.797999948	1.836285995	0.678985821	136.3367164	0.071797107
19.131285	8.798443527	1.836373135	0.678795963	136.3133493	0.071759135
19.14107	8.798886783	1.836460275	0.678606105	136.2899821	0.071721164
19.150855	8.799329713	1.836547415	0.678416246	136.2666149	0.071683192
19.16064	8.799772317	1.836634555	0.678226388	136.2432478	0.07164522
19.170425	8.800214596	1.836721695	0.67803653	136.2198806	0.071607249
19.18021	8.800656548	1.836808835	0.677846672	136.1965134	0.071569277
19.189995	8.801098172	1.836895975	0.677656813	136.1731463	0.071531305
19.19978	8.801539469	1.836983115	0.677466955	136.1497791	0.071493334
19.209565	8.801980437	1.837070256	0.677277097	136.1264119	0.071455362
19.21935	8.802421075	1.837157396	0.677087239	136.1030448	0.07141739
19.229135	8.802861385	1.837244536	0.676897381	136.0796776	0.071379419
19.23892	8.803301364	1.837331676	0.676707522	136.0563104	0.071341447
19.248705	8.803741012	1.837418816	0.676517664	136.0329433	0.071303475
19.25849	8.804180329	1.837505956	0.676327806	136.0095761	0.071265504
19.268275	8.804619313	1.837593096	0.676137948	135.986209	0.071227532
19.27806	8.805057966	1.837680236	0.67594809	135.9628418	0.07118956
19.287845	8.805496285	1.837767376	0.675758231	135.9394746	0.071151589
19.29763	8.80593427	1.837854516	0.675568373	135.9161075	0.071113617
19.307415	8.806371921	1.837941656	0.675378515	135.8927403	0.071075645
19.3172	8.806809237	1.838028796	0.675188657	135.8693731	0.071037674
19.326985	8.807246218	1.838115936	0.674998799	135.846006	0.070999702
19.33677	8.807682863	1.838203076	0.67480894	135.8226388	0.07096173
19.346555	8.808119171	1.838290216	0.674619082	135.7992716	0.070923759
19.35634	8.808555142	1.838377356	0.674429224	135.7759045	0.070885787
19.366125	8.808990775	1.838464496	0.674239366	135.7525373	0.070847815
19.37591	8.80942607	1.838551636	0.674049508	135.7291701	0.070809844
19.385695	8.809861026	1.838638776	0.673859649	135.705803	0.070771872
19.39548	8.810295642	1.838725916	0.673669791	135.6824358	0.0707339
19.405265	8.810729919	1.838813057	0.673479933	135.6590687	0.070695929
19.41505	8.811163854	1.838900197	0.673290075	135.6357015	0.070657957
19.424835	8.811597449	1.838987337	0.673100216	135.6123343	0.070619985
19.43462	8.812030702	1.839074477	0.672910358	135.5889672	0.070582014
19.444405	8.812463612	1.839161617	0.6727205	135.5656	0.070544042
19.45419	8.81289618	1.839248757	0.672530642	135.5422328	0.07050607
19.463975	8.813328404	1.839335897	0.672340784	135.5188657	0.070468099
19.47376	8.813760284	1.839423037	0.672150925	135.4954985	0.070430127
19.483545	8.814191819	1.839510177	0.671961067	135.4721313	0.070392155
19.49333	8.814623009	1.839597317	0.671771209	135.4487642	0.070354184
19.503115	8.815055348	1.839684457	0.671581351	135.425397	0.070316212
19.5129	8.815490543	1.839771597	0.671391493	135.4020299	0.07027824
19.522685	8.815925391	1.839858737	0.671201634	135.3786627	0.070240269
19.53247	8.816359891	1.839945877	0.671011776	135.3552955	0.070202297
19.542255	8.816794044	1.840033017	0.670821918	135.3319284	0.070164325
19.55204	8.817227848	1.840120157	0.67063206	135.3085612	0.070126354
19.561825	8.817661302	1.840207297	0.670442202	135.285194	0.070088382
19.57161	8.818094407	1.840294437	0.670252343	135.2618269	0.07005041
19.581395	8.818527161	1.840381577	0.670062485	135.2384597	0.070012439
19.59118	8.818959565	1.840468717	0.669872627	135.2150925	0.069974467
19.600965	8.819391617	1.840555858	0.669682769	135.1917254	0.069936495
19.61075	8.819823317	1.840642998	0.66949291	135.1683582	0.069898524
19.620535	8.820254665	1.840730138	0.669303052	135.144991	0.069860552
19.63032	8.820685659	1.840817278	0.669113194	135.1216239	0.06982258
19.640105	8.8211163	1.840904418	0.668923336	135.0982567	0.069784609
19.64989	8.821546586	1.840991558	0.668733478	135.0748896	0.069746637
19.659675	8.821976518	1.841078698	0.668543619	135.0515224	0.069708665
19.66946	8.822406094	1.841165838	0.668353761	135.0281552	0.069670694
19.679245	8.822835314	1.841252978	0.668163903	135.0047881	0.069632722
19.68903	8.823264178	1.841340118	0.667974045	134.9814209	0.06959475
19.698815	8.823692685	1.841427258	0.667784187	134.9580537	0.069556779
19.7086	8.824120834	1.841514398	0.667594328	134.9346866	0.069518807
19.718385	8.824548625	1.841601538	0.66740447	134.9113194	0.069480835
19.72817	8.824976057	1.841688678	0.667214612	134.8879522	0.069442864
19.737955	8.825403131	1.841775818	0.667024754	134.8645851	0.069404892
19.74774	8.825829844	1.841862958	0.666834896	134.8412179	0.06936692
19.757525	8.826256197	1.841950098	0.666645037	134.8178507	0.069328949
19.76731	8.82668219	1.842037238	0.666455179	134.7944836	0.069290977
19.777095	8.82710782	1.842124378	0.666265321	134.7711164	0.069253005
19.78688	8.827533089	1.842211518	0.666075463	134.7477493	0.069215034
19.796665	8.827957996	1.842298659	0.665885605	134.7243821	0.069177062
19.80645	8.82838254	1.842385799	0.665695746	134.7010149	0.06913909
19.816235	8.82880672	1.842472939	0.665505888	134.6776478	0.069101119
19.82602	8.829230535	1.842560079	0.66531603	134.6542806	0.069063147
19.835805	8.829653987	1.842647219	0.665126172	134.6309134	0.069025175
19.84559	8.830077073	1.842734359	0.664936313	134.6075463	0.068987203
19.855375	8.830499793	1.842821499	0.664746455	134.5841791	0.068949232
19.86516	8.830922147	1.842908639	0.664556597	134.5608119	0.06891126
19.874945	8.831344134	1.842995779	0.664366739	134.5374448	0.068873288
19.88473	8.831765754	1.843082919	0.664176881	134.5140776	0.068835317
19.894515	8.832187006	1.843170059	0.663987022	134.4907104	0.068797345
19.9043	8.83260789	1.843257199	0.663797164	134.4673433	0.068759373
19.914085	8.833028404	1.843344339	0.663607306	134.4439761	0.068721402
19.92387	8.833448549	1.843431479	0.663417448	134.420609	0.06868343
19.933655	8.833868324	1.843518619	0.66322759	134.3972418	0.068645458
19.94344	8.834287728	1.843605759	0.663037731	134.3738746	0.068607487
19.953225	8.834706762	1.843692899	0.662847873	134.3505075	0.068569515
19.96301	8.835125423	1.843780039	0.662658015	134.3271403	0.068531543
19.972795	8.835543713	1.843867179	0.662468157	134.3037731	0.068493572
19.98258	8.835961629	1.843954319	0.662278299	134.280406	0.0684556
19.992365	8.836379172	1.84404146	0.66208844	134.2570388	0.068417628
20.00215	8.639338922	1.8441286	0.661898582	134.2336716	0.068379657
20.011935	7.741094839	1.84421574	0.661708724	134.2103045	0.068341685
20.02172	6.8428503	1.84430288	0.661518866	134.1869373	0.068303713
20.031505	5.944605238	1.84439002	0.661329008	134.1635701	0.068265742
20.04129	5.046359586	1.84447716	0.661139149	134.140203	0.06822777
20.051075	4.148113279	1.8445643	0.660949291	134.1168358	0.068189798
20.06086	3.24986625	1.84465144	0.660759433	134.0934687	0.068151827
20.070645	2.351618434	1.84473858	0.660569575	134.0701015	0.068113855
20.08043	1.453369766	1.84482572	0.660379716	134.0467343	0.068075883
20.090215	0.555120181	1.84491286	0.660189858	134.0233672	0.068037912
20.1	0	1.845	0.66	134	0.06799994
20.1	0	1.845	0.66	134	0.06799994
20.5245	0	1.845	0.66	134	0.06799994
20.949	0	1.845	0.66	134	0.06799994
21.3735	0	1.845	0.66	134	0.06799994
21.798	0	1.845	0.66	134	0.06799994
22.2225	0	1.845	0.66	134	0.06799994
22.647	0	1.845	0.66	134	0.06799994
23.0715	0	1.845	0.66	134	0.06799994
23.496	0	1.845	0.66	134	0.06799994
23.9205	0	1.845	0.66	134	0.06799994
24.345	0	1.845	0.66	134	0.06799994
24.7695	0	1.845	0.66	134	0.06799994
25.194	0	1.845	0.66	134	0.06799994
25.6185	0	1.845	0.66	134	0.06799994
26.043	0	1.845	0.66	134	0.06799994
26.4675	0	1.845	0.66	134	0.06799994
26.892	0	1.845	0.66	134	0.06799994
27.3165	0	1.845	0.66	134	0.06799994
27.741	0	1.845	0.66	134	0.06799994
28.1655	0	1.845	0.66	134	0.06799994
28.59	0	1.845	0.66	134	0.06799994
29.0145	0	1.845	0.66	134	0.06799994
29.439	0	1.845	0.66	134	0.06799994
29.8635	0	1.845	0.66	134	0.06799994
30.288	0	1.845	0.66	134	0.06799994
30.7125	0	1.845	0.66	134	0.06799994
31.137	0	1.845	0.66	134	0.06799994
31.5615	0	1.845	0.66	134	0.06799994
31.986	0	1.845	0.66	134	0.06799994
32.4105	0	1.845	0.66	134	0.06799994
32.835	0	1.845	0.66	134	0.06799994
33.2595	0	1.845	0.66	134	0.06799994
33.684	0	1.845	0.66	134	0.06799994
34.1085	0	1.845	0.66	134	0.06799994
34.533	0	1.845	0.66	134	0.06799994
34.9575	0	1.845	0.66	134	0.06799994
35.382	0	1.845	0.66	134	0.06799994
35.8065	0	1.845	0.66	134	0.06799994
36.231	0	1.845	0.66	134	0.06799994
36.6555	0	1.845	0.66	134	0.06799994
37.08	0	1.845	0.66	134	0.06799994
37.5045	0	1.845	0.66	134	0.06799994
37.929	0	1.845	0.66	134	0.06799994
38.3535	0	1.845	0.66	134	0.06799994
38.778	0	1.845	0.66	134	0.06799994
39.2025	0	1.845	0.66	134	0.06799994
39.627	0	1.845	0.66	134	0.06799994
40.0515	0	1.845	0.66	134	0.06799994
40.476	0	1.845	0.66	134	0.06799994
40.9005	0	1.845	0.66	134	0.06799994
41.325	0	1.845	0.66	134	0.06799994
41.7495	0	1.845	0.66	134	0.06799994
42.174	0	1.845	0.66	134	0.06799994
42.5985	0	1.845	0.66	134	0.06799994
43.023	0	1.845	0.66	134	0.06799994
43.4475	0	1.845	0.66	134	0.06799994
43.872	0	1.845	0.66	134	0.06799994
44.2965	0	1.845	0.66	134	0.06799994
44.721	0	1.845	0.66	134	0.06799994
45.1455	0	1.845	0.66	134	0.06799994
45.57	0	1.845	0.66	134	0.06799994
45.9945	0	1.845	0.66	134	0.06799994
46.419	0	1.845	0.66	134	0.06799994
46.8435	0	1.845	0.66	134	0.06799994
47.268	0	1.845	0.66	134	0.06799994
47.6925	0	1.845	0.66	134	0.06799994
48.117	0	1.845	0.66	134	0.06799994
48.5415	0	1.845	0.66	134	0.06799994
48.966	0	1.845	0.66	134	0.06799994
49.3905	0	1.845	0.66	134	0.06799994
49.815	0	1.845	0.66	134	0.06799994
50.2395	0	1.845	0.66	134	0.06799994
50.664	0	1.845	0.66	134	0.06799994
51.0885	0	1.845	0.66	134	0.06799994
51.513	0	1.845	0.66	134	0.06799994
51.9375	0	1.845	0.66	134	0.06799994
52.362	0	1.845	0.66	134	0.06799994
52.7865	0	1.845	0.66	134	0.06799994
53.211	0	1.845	0.66	134	0.06799994
53.6355	0	1.845	0.66	134	0.06799994
54.06	0	1.845	0.66	134	0.06799994
54.4845	0	1.845	0.66	134	0.06799994
54.909	0	1.845	0.66	134	0.06799994
55.3335	0	1.845	0.66	134	0.06799994
55.758	0	1.845	0.66	134	0.06799994
56.1825	0	1.845	0.66	134	0.06799994
56.607	0	1.845	0.66	134	0.06799994
57.0315	0	1.845	0.66	134	0.06799994
57.456	0	1.845	0.66	134	0.06799994
57.8805	0	1.845	0.66	134	0.06799994
58.305	0	1.845	0.66	134	0.06799994
58.7295	0	1.845	0.66	134	0.06799994
59.154	0	1.845	0.66	134	0.06799994
59.5785	0	1.845	0.66	134	0.06799994
60.003	0	1.845	0.66	134	0.06799994
60.4275	0	1.845	0.66	134	0.06799994
60.852	0	1.845	0.66	134	0.06799994
61.2765	0	1.845	0.66	134	0.06799994
61.701	0	1.845	0.66	134	0.06799994
62.1255	0	1.845	0.66	134	0.06799994
62.55	0	1.845	0.66	134	0.06799994
62.9745	0	1.845	0.66	134	0.06799994
63.399	0	1.845	0.66	134	0.06799994
63.8235	0	1.845	0.66	134	0.06799994
64.248	0	1.845	0.66	134	0.06799994
64.6725	0	1.845	0.66	134	0.06799994
65.097	0	1.845	0.66	134	0.06799994
65.5215	0	1.845	0.66	134	0.06799994
65.946	0	1.845	0.66	134	0.06799994
66.3705	0	1.845	0.66	134	0.06799994
66.795	0	1.845	0.66	134	0.06799994
67.2195	0	1.845	0.66	134	0.06799994
67.644	0	1.845	0.66	134	0.06799994
68.0685	0	1.845	0.66	134	0.06799994
68.493	0	1.845	0.66	134	0.06799994
68.9175	0	1.845	0.66	134	0.06799994
69.342	0	1.845	0.66	134	0.06799994
69.7665	0	1.845	0.66	134	0.06799994
70.191	0	1.845	0.66	134	0.06799994
70.6155	0	1.845	0.66	134	0.06799994
71.04	0	1.845	0.66	134	0.06799994
71.4645	0	1.845	0.66	134	0.06799994
71.889	0	1.845	0.66	134	0.06799994
72.3135	0	1.845	0.66	134	0.06799994
72.738	0	1.845	0.66	134	0.06799994
73.1625	0	1.845	0.66	134	0.06799994
73.587	0	1.845	0.66	134	0.06799994
74.0115	0	1.845	0.66	134	0.06799994
74.436	0	1.845	0.66	134	0.06799994
74.8605	0	1.845	0.66	134	0.06799994
75.285	0	1.845	0.66	134	0.06799994
75.7095	0	1.845	0.66	134	0.06799994
76.134	0	1.845	0.66	134	0.06799994
76.5585	0	1.845	0.66	134	0.06799994
76.983	0	1.845	0.66	134	0.06799994
77.4075	0	1.845	0.66	134	0.06799994
77.832	0	1.845	0.66	134	0.06799994
78.2565	0	1.845	0.66	134	0.06799994
78.681	0	1.845	0.66	134	0.06799994
79.1055	0	1.845	0.66	134	0.06799994
79.53	0	1.845	0.66	134	0.06799994
79.9545	0	1.845	0.66	134	0.06799994
80.379	0	1.845	0.66	134	0.06799994
80.8035	0	1.845	0.66	134	0.06799994
81.228	0	1.845	0.66	134	0.06799994
81.6525	0	1.845	0.66	134	0.06799994
82.077	0	1.845	0.66	134	0.06799994
82.5015	0	1.845	0.66	134	0.06799994
82.926	0	1.845	0.66	134	0.06799994
83.3505	0	1.845	0.66	134	0.06799994
83.775	0	1.845	0.66	134	0.06799994
84.1995	0	1.845	0.66	134	0.06799994
84.624	0	1.845	0.66	134	0.06799994
85.0485	0	1.845	0.66	134	0.06799994
85.473	0	1.845	0.66	134	0.06799994
85.8975	0	1.845	0.66	134	0.06799994
86.322	0	1.845	0.66	134	0.06799994
86.7465	0	1.845	0.66	134	0.06799994
87.171	0	1.845	0.66	134	0.06799994
87.5955	0	1.845	0.66	134	0.06799994
88.02	0	1.845	0.66	134	0.06799994
88.4445	0	1.845	0.66	134	0.06799994
88.869	0	1.845	0.66	134	0.06799994
89.2935	0	1.845	0.66	134	0.06799994
89.718	0	1.845	0.66	134	0.06799994
90.1425	0	1.845	0.66	134	0.06799994
90.567	0	1.845	0.66	134	0.06799994
90.9915	0	1.845	0.66	134	0.06799994
91.416	0	1.845	0.66	134	0.06799994
91.8405	0	1.845	0.66	134	0.06799994
92.265	0	1.845	0.66	134	0.06799994
92.6895	0	1.845	0.66	134	0.06799994
93.114	0	1.845	0.66	134	0.06799994
93.5385	0	1.845	0.66	134	0.06799994
93.963	0	1.845	0.66	134	0.06799994
94.3875	0	1.845	0.66	134	0.06799994
94.812	0	1.845	0.66	134	0.06799994
95.2365	0	1.845	0.66	134	0.06799994
95.661	0	1.845	0.66	134	0.06799994
96.0855	0	1.845	0.66	134	0.06799994
96.51	0	1.845	0.66	134	0.06799994
96.9345	0	1.845	0.66	134	0.06799994
97.359	0	1.845	0.66	134	0.06799994
97.7835	0	1.845	0.66	134	0.06799994
98.208	0	1.845	0.66	134	0.06799994
98.6325	0	1.845	0.66	134	0.06799994
99.057	0	1.845	0.66	134	0.06799994
99.4815	0	1.845	0.66	134	0.06799994
99.906	0	1.845	0.66	134	0.06799994
100.3305	0	1.845	0.66	134	0.06799994
100.755	0	1.845	0.66	134	0.06799994
101.1795	0	1.845	0.66	134	0.06799994
101.604	0	1.845	0.66	134	0.06799994
102.0285	0	1.845	0.66	134	0.06799994
102.453	0	1.845	0.66	134	0.06799994
102.8775	0	1.845	0.66	134	0.06799994
103.302	0	1.845	0.66	134	0.06799994
103.7265	0	1.845	0.66	134	0.06799994
104.151	0	1.845	0.66	134	0.06799994
104.5755	0	1.845	0.66	134	0.06799994
105	0	1.845	0.66	134	0.06799994
105	0	1.845	0.66	134	0.06799994
105.1	0	1.845	0.66	134	0.06799994
105.2	0	1.845	0.66	134	0.06799994
105.3	0	1.845	0.66	134	0.06799994
105.4	0	1.845	0.66	134	0.06799994
105.5	0	1.845	0.66	134	0.06799994
105.6	0	1.845	0.66	134	0.06799994
105.7	0	1.845	0.66	134	0.06799994
105.8	0	1.845	0.66	134	0.06799994
105.9	0	1.845	0.66	134	0.06799994
106	0	1.845	0.66	134	0.06799994
106.1	0	1.845	0.66	134	0.06799994
106.2	0	1.845	0.66	134	0.06799994
106.3	0	1.845	0.66	134	0.06799994
106.4	0	1.845	0.66	134	0.06799994
106.5	0	1.845	0.66	134	0.06799994
106.6	0	1.845	0.66	134	0.06799994
106.7	0	1.845	0.66	134	0.06799994
106.8	0	1.845	0.66	134	0.06799994
106.9	0	1.845	0.66	134	0.06799994
107	0	1.845	0.66	134	0.06799994
107.1	0	1.845	0.66	134	0.06799994
107.2	0	1.845	0.66	134	0.06799994
107.3	0	1.845	0.66	134	0.06799994
107.4	0	1.845	0.66	134	0.06799994
107.5	0	1.845	0.66	134	0.06799994
107.6	0	1.845	0.66	134	0.06799994
107.7	0	1.845	0.66	134	0.06799994
107.8	0	1.845	0.66	134	0.06799994
107.9	0	1.845	0.66	134	0.06799994
108	0	1.845	0.66	134	0.06799994
108.1	0	1.845	0.66	134	0.06799994
108.2	0	1.845	0.66	134	0.06799994
108.3	0	1.845	0.66	134	0.06799994
108.4	0	1.845	0.66	134	0.06799994
108.5	0	1.845	0.66	134	0.06799994
108.6	0	1.845	0.66	134	0.06799994
108.7	0	1.845	0.66	134	0.06799994
108.8	0	1.845	0.66	134	0.06799994
108.9	0	1.845	0.66	134	0.06799994
109	0	1.845	0.66	134	0.06799994
109.1	0	1.845	0.66	134	0.06799994
109.2	0	1.845	0.66	134	0.06799994
109.3	0	1.845	0.66	134	0.06799994
109.4	0	1.845	0.66	134	0.06799994
109.5	0	1.845	0.66	134	0.06799994
109.6	0	1.845	0.66	134	0.06799994
109.7	0	1.845	0.66	134	0.06799994
109.8	0	1.845	0.66	134	0.06799994
109.9	0	1.845	0.66	134	0.06799994
110	0	1.845	0.66	134	0.06799994
110.1	0	1.845	0.66	134	0.06799994
110.2	0	1.845	0.66	134	0.06799994
110.3	0	1.845	0.66	134	0.06799994
110.4	0	1.845	0.66	134	0.06799994
110.5	0	1.845	0.66	134	0.06799994
110.6	0	1.845	0.66	134	0.06799994
110.7	0	1.845	0.66	134	0.06799994
110.8	0	1.845	0.66	134	0.06799994
110.9	0	1.845	0.66	134	0.06799994
111	0	1.845	0.66	134	0.06799994
111.1	0	1.845	0.66	134	0.06799994
111.2	0	1.845	0.66	134	0.06799994
111.3	0	1.845	0.66	134	0.06799994
111.4	0	1.845	0.66	134	0.06799994
111.5	0	1.845	0.66	134	0.06799994
111.6	0	1.845	0.66	134	0.06799994
111.7	0	1.845	0.66	134	0.06799994
111.8	0	1.845	0.66	134	0.06799994
111.9	0	1.845	0.66	134	0.06799994
112	0	1.845	0.66	134	0.06799994
112.1	0	1.845	0.66	134	0.06799994
112.2	0	1.845	0.66	134	0.06799994
112.3	0	1.845	0.66	134	0.06799994
112.4	0	1.845	0.66	134	0.06799994
112.5	0	1.845	0.66	134	0.06799994
112.6	0	1.845	0.66	134	0.06799994
112.7	0	1.845	0.66	134	0.06799994
112.8	0	1.845	0.66	134	0.06799994
112.9	0	1.845	0.66	134	0.06799994
113	0	1.845	0.66	134	0.06799994
113.1	0	1.845	0.66	134	0.06799994
113.2	0	1.845	0.66	134	0.06799994
113.3	0	1.845	0.66	134	0.06799994
113.4	0	1.845	0.66	134	0.06799994
113.5	0	1.845	0.66	134	0.06799994
113.6	0	1.845	0.66	134	0.06799994
113.7	0	1.845	0.66	134	0.06799994
113.8	0	1.845	0.66	134	0.06799994
113.9	0	1.845	0.66	134	0.06799994
114	0	1.845	0.66	134	0.06799994
114.1	0	1.845	0.66	134	0.06799994
114.2	0	1.845	0.66	134	0.06799994
114.3	0	1.845	0.66	134	0.06799994
114.4	0	1.845	0.66	134	0.06799994
114.5	0	1.845	0.66	134	0.06799994
114.6	0	1.845	0.66	134	0.06799994
114.7	0	1.845	0.66	134	0.06799994
114.8	0	1.845	0.66	134	0.06799994
114.9	0	1.845	0.66	134	0.06799994
115	0	1.845	0.66	134	0.06799994
115	0	1.845	0.66	134	0.06799994
116.5	0	1.845	0.66	134	0.06799994
118	0	1.845	0.66	134	0.06799994
119.5	0	1.845	0.66	134	0.06799994
121	0	1.845	0.66	134	0.06799994
122.5	0	1.845	0.66	134	0.06799994
124	0	1.845	0.66	134	0.06799994
125.5	0	1.845	0.66	134	0.06799994
127	0	1.845	0.66	134	0.06799994
128.5	0	1.845	0.66	134	0.06799994
130	0	1.845	0.66	134	0.06799994
131.5	0	1.845	0.66	134	0.06799994
133	0	1.845	0.66	134	0.06799994
134.5	0	1.845	0.66	134	0.06799994
136	0	1.845	0.66	134	0.06799994
137.5	0	1.845	0.66	134	0.06799994
139	0	1.845	0.66	134	0.06799994
140.5	0	1.845	0.66	134	0.06799994
142	0	1.845	0.66	134	0.06799994
143.5	0	1.845	0.66	134	0.06799994
145	0	1.845	0.66	134	0.06799994
146.5	0	1.845	0.66	134	0.06799994
148	0	1.845	0.66	134	0.06799994
149.5	0	1.845	0.66	134	0.06799994
151	0	1.845	0.66	134	0.06799994
152.5	0	1.845	0.66	134	0.06799994
154	0	1.845	0.66	134	0.06799994
155.5	0	1.845	0.66	134	0.06799994
157	0	1.845	0.66	134	0.06799994
158.5	0	1.845	0.66	134	0.06799994
160	0	1.845	0.66	134	0.06799994
161.5	0	1.845	0.66	134	0.06799994
163	0	1.845	0.66	134	0.06799994
164.5	0	1.845	0.66	134	0.06799994
166	0	1.845	0.66	134	0.06799994
167.5	0	1.845	0.66	134	0.06799994
169	0	1.845	0.66	134	0.06799994
170.5	0	1.845	0.66	134	0.06799994
172	0	1.845	0.66	134	0.06799994
173.5	0	1.845	0.66	134	0.06799994
175	0	1.845	0.66	134	0.06799994
176.5	0	1.845	0.66	134	0.06799994
178	0	1.845	0.66	134	0.06799994
179.5	0	1.845	0.66	134	0.06799994
181	0	1.845	0.66	134	0.06799994
182.5	0	1.845	0.66	134	0.06799994
184	0	1.845	0.66	134	0.06799994
185.5	0	1.845	0.66	134	0.06799994
187	0	1.845	0.66	134	0.06799994
188.5	0	1.845	0.66	134	0.06799994
190	0	1.845	0.66	134	0.06799994
191.5	0	1.845	0.66	134	0.06799994
193	0	1.845	0.66	134	0.06799994
194.5	0	1.845	0.66	134	0.06799994
196	0	1.845	0.66	134	0.06799994
197.5	0	1.845	0.66	134	0.06799994
199	0	1.845	0.66	134	0.06799994
200.5	0	1.845	0.66	134	0.06799994
202	0	1.845	0.66	134	0.06799994
203.5	0	1.845	0.66	134	0.06799994
205	0	1.845	0.66	134	0.06799994
206.5	0	1.845	0.66	134	0.06799994
208	0	1.845	0.66	134	0.06799994
209.5	0	1.845	0.66	134	0.06799994
211	0	1.845	0.66	134	0.06799994
212.5	0	1.845	0.66	134	0.06799994
214	0	1.845	0.66	134	0.06799994
215.5	0	1.845	0.66	134	0.06799994
217	0	1.845	0.66	134	0.06799994
218.5	0	1.845	0.66	134	0.06799994
220	0	1.845	0.66	134	0.06799994
221.5	0	1.845	0.66	134	0.06799994
223	0	1.845	0.66	134	0.06799994
224.5	0	1.845	0.66	134	0.06799994
226	0	1.845	0.66	134	0.06799994
227.5	0	1.845	0.66	134	0.06799994
229	0	1.845	0.66	134	0.06799994
230.5	0	1.845	0.66	134	0.06799994
232	0	1.845	0.66	134	0.06799994
233.5	0	1.845	0.66	134	0.06799994
235	0	1.845	0.66	134	0.06799994
236.5	0	1.845	0.66	134	0.06799994
238	0	1.845	0.66	134	0.06799994
239.5	0	1.845	0.66	134	0.06799994
241	0	1.845	0.66	134	0.06799994
242.5	0	1.845	0.66	134	0.06799994
244	0	1.845	0.66	134	0.06799994
245.5	0	1.845	0.66	134	0.06799994
247	0	1.845	0.66	134	0.06799994
248.5	0	1.845	0.66	134	0.06799994
250	0	1.845	0.66	134	0.06799994
251.5	0	1.845	0.66	134	0.06799994
253	0	1.845	0.66	134	0.06799994
254.5	0	1.845	0.66	134	0.06799994
256	0	1.845	0.66	134	0.06799994
257.5	0	1.845	0.66	134	0.06799994
259	0	1.845	0.66	134	0.06799994
260.5	0	1.845	0.66	134	0.06799994
262	0	1.845	0.66	134	0.06799994
263.5	0	1.845	0.66	134	0.06799994
265	0	1.845	0.66	134	0.06799994
266.5	0	1.845	0.66	134	0.06799994
268	0	1.845	0.66	134	0.06799994
269.5	0	1.845	0.66	134	0.06799994
271	0	1.845	0.66	134	0.06799994
272.5	0	1.845	0.66	134	0.06799994
274	0	1.845	0.66	134	0.06799994
275.5	0	1.845	0.66	134	0.06799994
277	0	1.845	0.66	134	0.06799994
278.5	0	1.845	0.66	134	0.06799994
280	0	1.845	0.66	134	0.06799994
281.5	0	1.845	0.66	134	0.06799994
283	0	1.845	0.66	134	0.06799994
284.5	0	1.845	0.66	134	0.06799994
286	0	1.845	0.66	134	0.06799994
287.5	0	1.845	0.66	134	0.06799994
289	0	1.845	0.66	134	0.06799994
290.5	0	1.845	0.66	134	0.06799994
292	0	1.845	0.66	134	0.06799994
293.5	0	1.845	0.66	134	0.06799994
295	0	1.845	0.66	134	0.06799994
296.5	0	1.845	0.66	134	0.06799994
298	0	1.845	0.66	134	0.06799994
299.5	0	1.845	0.66	134	0.06799994
301	0	1.845	0.66	134	0.06799994
302.5	0	1.845	0.66	134	0.06799994
304	0	1.845	0.66	134	0.06799994
305.5	0	1.845	0.66	134	0.06799994
307	0	1.845	0.66	134	0.06799994
308.5	0	1.845	0.66	134	0.06799994
310	0	1.845	0.66	134	0.06799994
311.5	0	1.845	0.66	134	0.06799994
313	0	1.845	0.66	134	0.06799994
314.5	0	1.845	0.66	134	0.06799994
316	0	1.845	0.66	134	0.06799994
317.5	0	1.845	0.66	134	0.06799994
319	0	1.845	0.66	134	0.06799994
320.5	0	1.845	0.66	134	0.06799994
322	0	1.845	0.66	134	0.06799994
323.5	0	1.845	0.66	134	0.06799994
325	0	1.845	0.66	134	0.06799994
326.5	0	1.845	0.66	134	0.06799994
328	0	1.845	0.66	134	0.06799994
329.5	0	1.845	0.66	134	0.06799994
331	0	1.845	0.66	134	0.06799994
332.5	0	1.845	0.66	134	0.06799994
334	0	1.845	0.66	134	0.06799994
335.5	0	1.845	0.66	134	0.06799994
337	0	1.845	0.66	134	0.06799994
338.5	0	1.845	0.66	134	0.06799994
340	0	1.845	0.66	134	0.06799994
341.5	0	1.845	0.66	134	0.06799994
